window_id	chrom	start	end	split	h3k27ac_npz_path	h3k27ac_known_frac	h3k27ac_methylated_frac_known	h3k27ac_n_reads_used	h3k27me3_npz_path	h3k27me3_known_frac	h3k27me3_methylated_frac_known	h3k27me3_n_reads_used	h3k4me3_npz_path	h3k4me3_known_frac	h3k4me3_methylated_frac_known	h3k4me3_n_reads_used
chr13:78000000-79000000	chr13	78000000	79000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_78000000_79000000.npz	0.179079	0.000022	4830	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_78000000_79000000.npz	0.185659	0.000016	4880	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_78000000_79000000.npz	0.185313	0.000000	5017
chr13:79000000-80000000	chr13	79000000	80000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_79000000_80000000.npz	0.185023	0.000022	4626	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_79000000_80000000.npz	0.190240	0.000005	4600	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_79000000_80000000.npz	0.189541	0.000005	4881
chr13:8000000-9000000	chr13	8000000	9000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_8000000_9000000.npz	0.141355	0.044788	1050	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_8000000_9000000.npz	0.155771	0.030089	1080	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_8000000_9000000.npz	0.133276	0.030651	1083
chr13:80000000-81000000	chr13	80000000	81000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_80000000_81000000.npz	0.168365	0.000006	4606	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_80000000_81000000.npz	0.172198	0.000000	4662	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_80000000_81000000.npz	0.172067	0.000000	4696
chr13:81000000-82000000	chr13	81000000	82000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_81000000_82000000.npz	0.167645	0.000000	4587	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_81000000_82000000.npz	0.171018	0.000000	4483	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_81000000_82000000.npz	0.170900	0.000006	4671
chr13:82000000-83000000	chr13	82000000	83000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_82000000_83000000.npz	0.167697	0.000000	4435	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_82000000_83000000.npz	0.171544	0.000000	4472	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_82000000_83000000.npz	0.171571	0.000000	4597
chr13:83000000-84000000	chr13	83000000	84000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_83000000_84000000.npz	0.167937	0.000000	4658	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_83000000_84000000.npz	0.171491	0.000012	4419	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_83000000_84000000.npz	0.171174	0.000006	4591
chr13:84000000-85000000	chr13	84000000	85000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_84000000_85000000.npz	0.169295	0.000006	4403	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_84000000_85000000.npz	0.173437	0.000000	4420	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_84000000_85000000.npz	0.173102	0.000023	4614
chr13:85000000-86000000	chr13	85000000	86000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_85000000_86000000.npz	0.163903	0.000000	4543	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_85000000_86000000.npz	0.168493	0.000024	4402	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_85000000_86000000.npz	0.168419	0.000000	4639
chr13:86000000-87000000	chr13	86000000	87000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_86000000_87000000.npz	0.166148	0.000012	4678	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_86000000_87000000.npz	0.169267	0.000000	4574	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_86000000_87000000.npz	0.168950	0.000041	4646
chr13:87000000-88000000	chr13	87000000	88000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_87000000_88000000.npz	0.165275	0.000006	4438	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_87000000_88000000.npz	0.170792	0.000000	4508	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_87000000_88000000.npz	0.170700	0.000000	4430
chr13:88000000-89000000	chr13	88000000	89000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_88000000_89000000.npz	0.164121	0.000006	4519	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_88000000_89000000.npz	0.169387	0.000018	4480	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_88000000_89000000.npz	0.169133	0.000006	4752
chr13:89000000-90000000	chr13	89000000	90000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_89000000_90000000.npz	0.172419	0.000000	4571	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_89000000_90000000.npz	0.175854	0.000000	4457	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_89000000_90000000.npz	0.175715	0.000000	4626
chr13:9000000-10000000	chr13	9000000	10000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_9000000_10000000.npz	0.219184	0.002601	8352	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_9000000_10000000.npz	0.246379	0.001205	8960	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_9000000_10000000.npz	0.246312	0.001149	9201
chr13:90000000-91000000	chr13	90000000	91000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_90000000_91000000.npz	0.174777	0.000011	4567	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_90000000_91000000.npz	0.181327	0.000006	4755	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_90000000_91000000.npz	0.180812	0.000000	4935
chr13:91000000-92000000	chr13	91000000	92000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_91000000_92000000.npz	0.170212	0.000000	4547	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_91000000_92000000.npz	0.175025	0.000000	4569	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_91000000_92000000.npz	0.174886	0.000000	4632
chr13:92000000-93000000	chr13	92000000	93000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_92000000_93000000.npz	0.174584	0.000000	4436	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_92000000_93000000.npz	0.179590	0.000000	4384	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_92000000_93000000.npz	0.179333	0.000000	4474
chr13:93000000-94000000	chr13	93000000	94000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_93000000_94000000.npz	0.184925	0.000011	4623	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_93000000_94000000.npz	0.191144	0.000000	4674	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_93000000_94000000.npz	0.190610	0.000047	4854
chr13:94000000-95000000	chr13	94000000	95000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_94000000_95000000.npz	0.195063	0.000103	4688	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_94000000_95000000.npz	0.206154	0.000039	4754	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_94000000_95000000.npz	0.204856	0.000010	4850
chr13:95000000-96000000	chr13	95000000	96000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_95000000_96000000.npz	0.176895	0.000023	4535	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_95000000_96000000.npz	0.184869	0.000005	4754	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_95000000_96000000.npz	0.184509	0.000011	4744
chr13:96000000-97000000	chr13	96000000	97000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_96000000_97000000.npz	0.194050	0.000031	4459	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_96000000_97000000.npz	0.199848	0.000010	4627	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_96000000_97000000.npz	0.198715	0.000045	4891
chr13:97000000-98000000	chr13	97000000	98000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_97000000_98000000.npz	0.202613	0.000049	4546	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_97000000_98000000.npz	0.216225	0.000005	4666	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_97000000_98000000.npz	0.214719	0.000014	4679
chr13:98000000-99000000	chr13	98000000	99000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_98000000_99000000.npz	0.194299	0.000087	4794	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_98000000_99000000.npz	0.209086	0.000014	4887	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_98000000_99000000.npz	0.207522	0.000005	5125
chr13:99000000-100000000	chr13	99000000	100000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr13_99000000_100000000.npz	0.190211	0.000084	4625	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr13_99000000_100000000.npz	0.204247	0.000049	4643	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr13_99000000_100000000.npz	0.202653	0.000044	4754
chr14:0-1000000	chr14	0	1000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_0_1000000.npz	0.132795	0.011793	1678	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_0_1000000.npz	0.153806	0.008855	1801	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_0_1000000.npz	0.140385	0.009353	1797
chr14:1000000-2000000	chr14	1000000	2000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_1000000_2000000.npz	0.135675	0.000486	3501	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_1000000_2000000.npz	0.146260	0.000055	3664	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_1000000_2000000.npz	0.144936	0.000138	3619
chr14:10000000-11000000	chr14	10000000	11000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_10000000_11000000.npz	0.200471	0.000035	4593	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_10000000_11000000.npz	0.211959	0.000000	4771	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_10000000_11000000.npz	0.211131	0.000005	4948
chr14:100000000-101000000	chr14	100000000	101000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_100000000_101000000.npz	0.152532	0.000020	2995	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_100000000_101000000.npz	0.157849	0.000013	3012	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_100000000_101000000.npz	0.163536	0.000000	3142
chr14:11000000-12000000	chr14	11000000	12000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_11000000_12000000.npz	0.146051	0.002972	1134	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_11000000_12000000.npz	0.153106	0.001052	1213	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_11000000_12000000.npz	0.152662	0.001670	1254
chr14:12000000-13000000	chr14	12000000	13000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_12000000_13000000.npz	0.169748	0.001655	2533	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_12000000_13000000.npz	0.186190	0.000333	2638	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_12000000_13000000.npz	0.184861	0.000638	2733
chr14:13000000-14000000	chr14	13000000	14000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_13000000_14000000.npz	0.194768	0.000036	5308	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_13000000_14000000.npz	0.202728	0.000010	5315	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_13000000_14000000.npz	0.202283	0.000000	5413
chr14:14000000-15000000	chr14	14000000	15000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_14000000_15000000.npz	0.190520	0.000094	4755	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_14000000_15000000.npz	0.199956	0.000000	4836	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_14000000_15000000.npz	0.198534	0.000020	4931
chr14:15000000-16000000	chr14	15000000	16000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_15000000_16000000.npz	0.196578	0.000097	4570	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_15000000_16000000.npz	0.208638	0.000005	4914	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_15000000_16000000.npz	0.207240	0.000068	4950
chr14:16000000-17000000	chr14	16000000	17000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_16000000_17000000.npz	0.193973	0.000005	4918	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_16000000_17000000.npz	0.201927	0.000045	5030	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_16000000_17000000.npz	0.201398	0.000000	5098
chr14:17000000-18000000	chr14	17000000	18000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_17000000_18000000.npz	0.216319	0.000065	4629	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_17000000_18000000.npz	0.227281	0.000128	4800	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_17000000_18000000.npz	0.226265	0.000004	4876
chr14:18000000-19000000	chr14	18000000	19000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_18000000_19000000.npz	0.211212	0.000052	4574	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_18000000_19000000.npz	0.220975	0.000041	4677	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_18000000_19000000.npz	0.220546	0.000009	4815
chr14:19000000-20000000	chr14	19000000	20000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_19000000_20000000.npz	0.183296	0.000000	4514	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_19000000_20000000.npz	0.189441	0.000000	4530	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_19000000_20000000.npz	0.188960	0.000000	4789
chr14:2000000-3000000	chr14	2000000	3000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_2000000_3000000.npz	0.253421	0.000039	8625	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_2000000_3000000.npz	0.269176	0.000059	8798	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_2000000_3000000.npz	0.265589	0.000109	9101
chr14:20000000-21000000	chr14	20000000	21000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_20000000_21000000.npz	0.176583	0.000000	4263	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_20000000_21000000.npz	0.180168	0.000000	4341	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_20000000_21000000.npz	0.179979	0.000000	4422
chr14:21000000-22000000	chr14	21000000	22000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_21000000_22000000.npz	0.167129	0.000006	4290	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_21000000_22000000.npz	0.171098	0.000000	4275	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_21000000_22000000.npz	0.170700	0.000000	4512
chr14:22000000-23000000	chr14	22000000	23000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_22000000_23000000.npz	0.173518	0.000017	4230	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_22000000_23000000.npz	0.177455	0.000000	4441	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_22000000_23000000.npz	0.177129	0.000000	4609
chr14:23000000-24000000	chr14	23000000	24000000	train	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr14_23000000_24000000.npz	0.173317	0.000040	4400	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr14_23000000_24000000.npz	0.179192	0.000000	4437	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k4me3_C/h3k4me3_C_labels/chr14_23000000_24000000.npz	0.178969	0.000022	4669
