source	destination	phase	status	reason
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_T_H.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_T_H.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_T_H.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_T_H.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/pearson_heatmap.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/pearson_heatmap.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/pearson_heatmap.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/pearson_heatmap.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/all_four_agree_chr17_42640000_42650000.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/all_four_agree_chr17_42640000_42650000.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/all_four_agree_chr17_42640000_42650000.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/all_four_agree_chr17_42640000_42650000.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/alphagenome_matches_external_chr11_65500000_65510000.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/alphagenome_matches_external_chr11_65500000_65510000.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/alphagenome_matches_external_chr11_65500000_65510000.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/alphagenome_matches_external_chr11_65500000_65510000.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/dimelo_external_disagree_chr19_1445000_1455000.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/dimelo_external_disagree_chr19_1445000_1455000.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/dimelo_external_disagree_chr19_1445000_1455000.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/dimelo_external_disagree_chr19_1445000_1455000.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/hyena_matches_dimelo_chr19_1445000_1455000.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/hyena_matches_dimelo_chr19_1445000_1455000.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/representative_loci/hyena_matches_dimelo_chr19_1445000_1455000.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/representative_loci/hyena_matches_dimelo_chr19_1445000_1455000.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/spearman_heatmap.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/spearman_heatmap.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/spearman_heatmap.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/spearman_heatmap.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/thesis_density_three_panel.pdf	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/thesis_density_three_panel.pdf	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/thesis_density_three_panel.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/thesis_density_three_panel.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/thesis_density_three_panel.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/thesis_density_three_panel.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_1kb_remaining	phase09_external_bigwig_exploratory	archive	remaining GSM2421502 benchmark artifacts
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/external_bigwig_benchmark_GSE91218	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/external_bigwig_benchmark_GSE91218	phase09_external_bigwig_exploratory	archive	exploratory external BigWig benchmark
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/external_bigwig_benchmark_GSM2421502	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/external_bigwig_benchmark_GSM2421502	phase09_external_bigwig_exploratory	archive	exploratory external BigWig benchmark
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_dryrun	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_dryrun	phase09_external_bigwig_exploratory	archive	exploratory external BigWig benchmark
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp	phase10_encode_benchmark_dev_runs	archive	non-final ENCSR203XPU dev/quick run
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp_quick	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_quick	phase10_encode_benchmark_dev_runs	archive	non-final ENCSR203XPU dev/quick run
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp_final/canonical_normalized_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase10_encode_final_local_artifacts/canonical_normalized_bins.tsv.gz	phase10_encode_benchmark_dev_runs	server_artifact	bulky/log local final benchmark artifact already represented in clean results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp_final/canonical_raw_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase10_encode_final_local_artifacts/canonical_raw_bins.tsv.gz	phase10_encode_benchmark_dev_runs	server_artifact	bulky/log local final benchmark artifact already represented in clean results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp_final/file_inventory.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase10_encode_final_local_artifacts/file_inventory.tsv.gz	phase10_encode_benchmark_dev_runs	server_artifact	bulky/log local final benchmark artifact already represented in clean results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp_final/processing_log.txt	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase10_encode_final_local_artifacts/processing_log.txt	phase10_encode_benchmark_dev_runs	server_artifact	bulky/log local final benchmark artifact already represented in clean results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp_final/proposed_deletion_manifest.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase10_encode_final_local_artifacts/proposed_deletion_manifest.tsv.gz	phase10_encode_benchmark_dev_runs	server_artifact	bulky/log local final benchmark artifact already represented in clean results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_ENCSR203XPU_200bp_final	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_final_remaining_duplicate	phase10_encode_benchmark_dev_runs	archive	remaining duplicate final benchmark files; primary copy is in results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/build_plot_5mc_hyenadna.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase12_5mc_visual_check/scripts/build_plot_5mc_hyenadna.py	phase12_5mc_visual_check	archive	auxiliary 5mC visual check script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/5mc_visual	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase12_5mc_visual_check/5mc_visual	phase12_5mc_visual_check	archive	auxiliary 5mC visual check outputs
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/unassigned_old_residual/scripts	unassigned	archive	unassigned residual OLD scripts
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/unassigned_old_residual/outputs	unassigned	archive	unassigned residual OLD outputs
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_1kb_remaining/canonical_raw_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_1kb_remaining/canonical_raw_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_dryrun/canonical_raw_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_dryrun/canonical_raw_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp/canonical_raw_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp/canonical_raw_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_quick/canonical_raw_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_quick/canonical_raw_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_1kb_remaining/canonical_normalized_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_1kb_remaining/canonical_normalized_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_dryrun/canonical_normalized_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase09_external_bigwig_exploratory/population_track_benchmark_GSM2421502_dryrun/canonical_normalized_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp/canonical_normalized_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp/canonical_normalized_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_quick/canonical_normalized_bins.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/canonical_bins_from_archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_quick/canonical_normalized_bins.tsv.gz	archive_large_table_cleanup	server_artifact	canonical raw/normalized bin table moved out of Git-facing archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_final_remaining_duplicate/figures/thesis_correlation_heatmap_panel.pdf	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/population_track_benchmark_ENCSR203XPU_200bp_final/figures/thesis_correlation_heatmap_panel.pdf	phase11_final_thesis_figures	active_results	thesis-ready final heatmap panel promoted out of archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_final_remaining_duplicate/figures/thesis_correlation_heatmap_panel.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/population_track_benchmark_ENCSR203XPU_200bp_final/figures/thesis_correlation_heatmap_panel.png	phase11_final_thesis_figures	active_results	thesis-ready final heatmap panel promoted out of archive
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase10_encode_benchmark_dev_runs/population_track_benchmark_ENCSR203XPU_200bp_final_remaining_duplicate/figures/thesis_correlation_heatmap_panel.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/population_track_benchmark_ENCSR203XPU_200bp_final/figures/thesis_correlation_heatmap_panel.svg	phase11_final_thesis_figures	active_results	thesis-ready final heatmap panel promoted out of archive
