row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	region_id	region_name	split	sample	sample_id	source_dataset
775	9adb2cfb-bdc0-4267-8bf4-9d3d392b7412	chr16	30275673	30304935	29228	0	29228	29228	True	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
776	04f4c339-43b8-4586-b67a-e68eb6ac2f9b	chr16	30276338	30300611	24174	0	24174	24174	True	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
777	850a3bce-fe0d-45a4-972d-1ab8333c3b74	chr16	30277602	30300718	23111	0	23111	23111	False	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
778	e8b87baa-e43e-4309-981e-cfcbbbb4a2f0	chr16	30277833	30302493	24671	0	24671	24671	False	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
779	643dcbbd-a1b3-46e2-9263-abca2021cb4a	chr16	30278125	30327264	84738	0	32768	32768	False	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
780	643dcbbd-a1b3-46e2-9263-abca2021cb4a	chr16	30278125	30327264	84738	16384	49152	32768	False	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
781	643dcbbd-a1b3-46e2-9263-abca2021cb4a	chr16	30278125	30327264	84738	32768	65536	32768	False	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
782	643dcbbd-a1b3-46e2-9263-abca2021cb4a	chr16	30278125	30327264	84738	49152	81920	32768	False	60	24	chr16_rank25_score2.958_reads417	train	merged_e5b	0	chr16_chr19
783	b019df5b-09b0-403b-aafc-3cbadf215da8	chr16	88562430	88602406	58560	0	32768	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
784	b019df5b-09b0-403b-aafc-3cbadf215da8	chr16	88562430	88602406	58560	16384	49152	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
785	b019df5b-09b0-403b-aafc-3cbadf215da8	chr16	88562430	88602406	58560	25792	58560	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
786	b019df5b-09b0-403b-aafc-3cbadf215da8	chr16	88562430	88602406	58560	32768	58560	25792	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
787	b019df5b-09b0-403b-aafc-3cbadf215da8	chr16	88562430	88602406	58560	49152	58560	9408	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
788	148cbc7e-4ea1-48f2-9dff-5953b307b95f	chr16	88564597	88602908	38163	0	32768	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
789	148cbc7e-4ea1-48f2-9dff-5953b307b95f	chr16	88564597	88602908	38163	5395	38163	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
790	148cbc7e-4ea1-48f2-9dff-5953b307b95f	chr16	88564597	88602908	38163	16384	38163	21779	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
791	148cbc7e-4ea1-48f2-9dff-5953b307b95f	chr16	88564597	88602908	38163	32768	38163	5395	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
792	d9aeffbc-220e-465b-b8ae-66fb023ada9e	chr16	88565620	88615900	50110	0	32768	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
793	d9aeffbc-220e-465b-b8ae-66fb023ada9e	chr16	88565620	88615900	50110	16384	49152	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
794	d9aeffbc-220e-465b-b8ae-66fb023ada9e	chr16	88565620	88615900	50110	17342	50110	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
795	d9aeffbc-220e-465b-b8ae-66fb023ada9e	chr16	88565620	88615900	50110	32768	50110	17342	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
796	d9aeffbc-220e-465b-b8ae-66fb023ada9e	chr16	88565620	88615900	50110	49152	50110	958	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
797	97587942-5a25-467e-83ab-df1ca951ae89	chr16	88567058	88621063	52681	0	32768	32768	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
798	97587942-5a25-467e-83ab-df1ca951ae89	chr16	88567058	88621063	52681	16384	49152	32768	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
799	97587942-5a25-467e-83ab-df1ca951ae89	chr16	88567058	88621063	52681	19913	52681	32768	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
800	97587942-5a25-467e-83ab-df1ca951ae89	chr16	88567058	88621063	52681	32768	52681	19913	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
801	97587942-5a25-467e-83ab-df1ca951ae89	chr16	88567058	88621063	52681	49152	52681	3529	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
802	c5905640-656a-46fc-a434-65455b4185c9	chr16	88567726	88607633	39751	0	32768	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
803	c5905640-656a-46fc-a434-65455b4185c9	chr16	88567726	88607633	39751	6983	39751	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
804	c5905640-656a-46fc-a434-65455b4185c9	chr16	88567726	88607633	39751	16384	39751	23367	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
805	c5905640-656a-46fc-a434-65455b4185c9	chr16	88567726	88607633	39751	32768	39751	6983	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
806	a2f13506-d248-4a2b-9687-6f2621f43114	chr16	88569481	88606772	37212	0	32768	32768	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
807	a2f13506-d248-4a2b-9687-6f2621f43114	chr16	88569481	88606772	37212	4444	37212	32768	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
808	a2f13506-d248-4a2b-9687-6f2621f43114	chr16	88569481	88606772	37212	16384	37212	20828	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
809	a2f13506-d248-4a2b-9687-6f2621f43114	chr16	88569481	88606772	37212	32768	37212	4444	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
810	13a2bd3c-78eb-4d1e-98b9-cccaa8be6a0d	chr16	88571689	88602785	30573	0	30573	30573	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
811	6ffbb666-5e31-4623-a84a-317835f2c43f	chr16	88573620	88600673	42177	0	32768	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
812	6ffbb666-5e31-4623-a84a-317835f2c43f	chr16	88573620	88600673	42177	9409	42177	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
813	6ffbb666-5e31-4623-a84a-317835f2c43f	chr16	88573620	88600673	42177	16384	42177	25793	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
814	6ffbb666-5e31-4623-a84a-317835f2c43f	chr16	88573620	88600673	42177	32768	42177	9409	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
815	f0b51f91-8706-470a-8d88-5924e07ee629	chr16	88574970	88617037	41361	0	32768	32768	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
816	f0b51f91-8706-470a-8d88-5924e07ee629	chr16	88574970	88617037	41361	8593	41361	32768	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
817	f0b51f91-8706-470a-8d88-5924e07ee629	chr16	88574970	88617037	41361	16384	41361	24977	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
818	f0b51f91-8706-470a-8d88-5924e07ee629	chr16	88574970	88617037	41361	32768	41361	8593	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
819	9de3392a-239d-4c69-b1d5-09da3e391724	chr16	88577981	88616521	37832	0	32768	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
820	9de3392a-239d-4c69-b1d5-09da3e391724	chr16	88577981	88616521	37832	5064	37832	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
821	9de3392a-239d-4c69-b1d5-09da3e391724	chr16	88577981	88616521	37832	16384	37832	21448	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
822	9de3392a-239d-4c69-b1d5-09da3e391724	chr16	88577981	88616521	37832	32768	37832	5064	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
823	74332df9-c598-49bf-9876-34f86b1a558a	chr16	88579065	88609889	29566	0	29566	29566	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
824	b50b3b0b-6cb5-4655-9f2f-4a80925c6e65	chr16	88580732	88602206	20802	0	20802	20802	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
825	8d87fed3-1182-42e1-a451-9211434245bc	chr16	88581473	88613094	31396	0	31396	31396	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
826	aba1a6a3-9827-44e9-9280-b9693ed8b509	chr16	88581818	88603954	22084	0	22084	22084	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
827	01fd21d1-91b5-4849-9e58-1d8e75d66475	chr16	88581981	88608408	26404	0	26404	26404	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
828	f4e1a628-fbfd-4133-a5da-c2dd9f5854e2	chr16	88582250	88615626	33031	0	32768	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
829	f4e1a628-fbfd-4133-a5da-c2dd9f5854e2	chr16	88582250	88615626	33031	263	33031	32768	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
830	f4e1a628-fbfd-4133-a5da-c2dd9f5854e2	chr16	88582250	88615626	33031	16384	33031	16647	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
831	f4e1a628-fbfd-4133-a5da-c2dd9f5854e2	chr16	88582250	88615626	33031	32768	33031	263	False	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
832	93e75070-2e5c-4dce-8477-b2d07b7ec41e	chr16	88583785	88604933	21151	0	21151	21151	True	60	51	chr16_rank52_score2.148_reads429	train	merged_e5b	0	chr16_chr19
833	5f1d9aef-125d-4154-ab4f-2d10d03ec4c2	chr16	252811	307261	54299	0	32768	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
834	5f1d9aef-125d-4154-ab4f-2d10d03ec4c2	chr16	252811	307261	54299	16384	49152	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
835	5f1d9aef-125d-4154-ab4f-2d10d03ec4c2	chr16	252811	307261	54299	21531	54299	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
836	5f1d9aef-125d-4154-ab4f-2d10d03ec4c2	chr16	252811	307261	54299	32768	54299	21531	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
837	5f1d9aef-125d-4154-ab4f-2d10d03ec4c2	chr16	252811	307261	54299	49152	54299	5147	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
838	9a321918-cd88-47a0-9696-8e6570d4e3f5	chr16	263054	305918	42793	0	32768	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
839	9a321918-cd88-47a0-9696-8e6570d4e3f5	chr16	263054	305918	42793	10025	42793	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
840	9a321918-cd88-47a0-9696-8e6570d4e3f5	chr16	263054	305918	42793	16384	42793	26409	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
841	9a321918-cd88-47a0-9696-8e6570d4e3f5	chr16	263054	305918	42793	32768	42793	10025	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
842	099294d8-9c46-4005-ab91-ede1deb799a3	chr16	263054	305918	42545	0	32768	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
843	099294d8-9c46-4005-ab91-ede1deb799a3	chr16	263054	305918	42545	9777	42545	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
844	099294d8-9c46-4005-ab91-ede1deb799a3	chr16	263054	305918	42545	16384	42545	26161	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
845	099294d8-9c46-4005-ab91-ede1deb799a3	chr16	263054	305918	42545	32768	42545	9777	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
846	fa1969b9-afee-4e71-b6c4-0dbf31a2d89c	chr16	265597	309660	44377	0	32768	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
847	fa1969b9-afee-4e71-b6c4-0dbf31a2d89c	chr16	265597	309660	44377	11609	44377	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
848	fa1969b9-afee-4e71-b6c4-0dbf31a2d89c	chr16	265597	309660	44377	16384	44377	27993	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
849	fa1969b9-afee-4e71-b6c4-0dbf31a2d89c	chr16	265597	309660	44377	32768	44377	11609	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
850	d0ff776b-86bb-4315-9463-d542847561f0	chr16	266628	309430	42446	0	32768	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
851	d0ff776b-86bb-4315-9463-d542847561f0	chr16	266628	309430	42446	9678	42446	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
852	d0ff776b-86bb-4315-9463-d542847561f0	chr16	266628	309430	42446	16384	42446	26062	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
853	d0ff776b-86bb-4315-9463-d542847561f0	chr16	266628	309430	42446	32768	42446	9678	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
854	a03f7f66-fa19-432f-a60e-aab1c235063f	chr16	271848	300032	39915	0	32768	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
855	a03f7f66-fa19-432f-a60e-aab1c235063f	chr16	271848	300032	39915	7147	39915	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
856	a03f7f66-fa19-432f-a60e-aab1c235063f	chr16	271848	300032	39915	16384	39915	23531	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
857	a03f7f66-fa19-432f-a60e-aab1c235063f	chr16	271848	300032	39915	32768	39915	7147	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
858	b83c2744-a268-4887-bea5-57571a3f3330	chr16	274684	321646	47030	0	32768	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
859	b83c2744-a268-4887-bea5-57571a3f3330	chr16	274684	321646	47030	14262	47030	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
860	b83c2744-a268-4887-bea5-57571a3f3330	chr16	274684	321646	47030	16384	47030	30646	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
861	b83c2744-a268-4887-bea5-57571a3f3330	chr16	274684	321646	47030	32768	47030	14262	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
862	66c4f177-5d16-42ff-aad2-35e79fffe9b2	chr16	275315	302882	50524	0	32768	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
863	66c4f177-5d16-42ff-aad2-35e79fffe9b2	chr16	275315	302882	50524	16384	49152	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
864	66c4f177-5d16-42ff-aad2-35e79fffe9b2	chr16	275315	302882	50524	17756	50524	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
865	66c4f177-5d16-42ff-aad2-35e79fffe9b2	chr16	275315	302882	50524	32768	50524	17756	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
866	66c4f177-5d16-42ff-aad2-35e79fffe9b2	chr16	275315	302882	50524	49152	50524	1372	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
867	3cb9f386-27b2-4088-958f-e08bc34890a4	chr16	276235	301648	25482	0	25482	25482	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
868	3f6f7d1a-506b-427d-873d-b17e86b8f8a4	chr16	278766	317493	38556	0	32768	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
869	3f6f7d1a-506b-427d-873d-b17e86b8f8a4	chr16	278766	317493	38556	5788	38556	32768	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
870	3f6f7d1a-506b-427d-873d-b17e86b8f8a4	chr16	278766	317493	38556	16384	38556	22172	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
871	3f6f7d1a-506b-427d-873d-b17e86b8f8a4	chr16	278766	317493	38556	32768	38556	5788	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
872	158d878d-d30c-4e9f-970b-9896bf116fe0	chr16	279644	302984	23265	0	23265	23265	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
873	ac82b830-bd48-481b-a647-985cb77701bc	chr16	280978	308582	26433	0	26433	26433	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
874	afafe96e-66af-4127-ade7-81a273dff62c	chr16	282620	308042	25506	0	25506	25506	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
875	6f86ed53-927d-4969-829e-a15caab199a4	chr16	283560	321469	37976	0	32768	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
876	6f86ed53-927d-4969-829e-a15caab199a4	chr16	283560	321469	37976	5208	37976	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
877	6f86ed53-927d-4969-829e-a15caab199a4	chr16	283560	321469	37976	16384	37976	21592	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
878	6f86ed53-927d-4969-829e-a15caab199a4	chr16	283560	321469	37976	32768	37976	5208	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
879	b50eb609-fb5b-4f78-a099-1176fd7e847b	chr16	285612	303840	18353	0	18353	18353	True	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
880	536bf3f8-f62b-4b63-adab-9cf1649fee64	chr16	286485	304281	17589	0	17589	17589	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
881	1d1cb083-a78d-4803-a151-8dd8bb3b67e5	chr16	287176	306509	18745	0	18745	18745	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
882	4c484d9b-e212-431a-80f1-b0dfba97ee82	chr16	287901	346665	58446	0	32768	32768	False	60	26	chr16_rank27_score2.856_reads402	train	merged_e5b	0	chr16_chr19
883	2472b34e-2d36-45ba-beca-f14ca1f0315d	chr16	89836521	89902024	64044	0	32768	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
884	2472b34e-2d36-45ba-beca-f14ca1f0315d	chr16	89836521	89902024	64044	16384	49152	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
885	2472b34e-2d36-45ba-beca-f14ca1f0315d	chr16	89836521	89902024	64044	31276	64044	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
886	2472b34e-2d36-45ba-beca-f14ca1f0315d	chr16	89836521	89902024	64044	32768	64044	31276	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
887	2472b34e-2d36-45ba-beca-f14ca1f0315d	chr16	89836521	89902024	64044	49152	64044	14892	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
888	3c5df526-ffc0-48b1-9870-6acf8a28b75c	chr16	89841620	89902902	62207	0	32768	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
889	3c5df526-ffc0-48b1-9870-6acf8a28b75c	chr16	89841620	89902902	62207	16384	49152	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
890	3c5df526-ffc0-48b1-9870-6acf8a28b75c	chr16	89841620	89902902	62207	29439	62207	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
891	3c5df526-ffc0-48b1-9870-6acf8a28b75c	chr16	89841620	89902902	62207	32768	62207	29439	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
892	3c5df526-ffc0-48b1-9870-6acf8a28b75c	chr16	89841620	89902902	62207	49152	62207	13055	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
893	4df48e27-355c-439e-9d17-3abe0723a578	chr16	89849037	89907787	58905	0	32768	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
894	4df48e27-355c-439e-9d17-3abe0723a578	chr16	89849037	89907787	58905	16384	49152	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
895	4df48e27-355c-439e-9d17-3abe0723a578	chr16	89849037	89907787	58905	26137	58905	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
896	4df48e27-355c-439e-9d17-3abe0723a578	chr16	89849037	89907787	58905	32768	58905	26137	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
897	4df48e27-355c-439e-9d17-3abe0723a578	chr16	89849037	89907787	58905	49152	58905	9753	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
898	234c2ce7-f6fe-472a-8e92-0ece797d2d1d	chr16	89852023	89908848	57575	0	32768	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
899	234c2ce7-f6fe-472a-8e92-0ece797d2d1d	chr16	89852023	89908848	57575	16384	49152	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
900	234c2ce7-f6fe-472a-8e92-0ece797d2d1d	chr16	89852023	89908848	57575	24807	57575	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
901	234c2ce7-f6fe-472a-8e92-0ece797d2d1d	chr16	89852023	89908848	57575	32768	57575	24807	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
902	234c2ce7-f6fe-472a-8e92-0ece797d2d1d	chr16	89852023	89908848	57575	49152	57575	8423	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
903	de85ffc0-ad09-4fd6-83ee-546eb76b2391	chr16	89865314	89902926	37599	0	32768	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
904	de85ffc0-ad09-4fd6-83ee-546eb76b2391	chr16	89865314	89902926	37599	4831	37599	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
905	de85ffc0-ad09-4fd6-83ee-546eb76b2391	chr16	89865314	89902926	37599	16384	37599	21215	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
906	de85ffc0-ad09-4fd6-83ee-546eb76b2391	chr16	89865314	89902926	37599	32768	37599	4831	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
907	9b04a74a-a251-49ef-a45a-41d0690e1cab	chr16	89873870	89908390	34436	0	32768	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
908	9b04a74a-a251-49ef-a45a-41d0690e1cab	chr16	89873870	89908390	34436	1668	34436	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
909	9b04a74a-a251-49ef-a45a-41d0690e1cab	chr16	89873870	89908390	34436	16384	34436	18052	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
910	9b04a74a-a251-49ef-a45a-41d0690e1cab	chr16	89873870	89908390	34436	32768	34436	1668	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
911	3817f824-7c60-4cb1-a128-1ec3ca48bf73	chr16	89877647	89901494	23812	0	23812	23812	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
912	0d27d254-5b9e-4956-a65c-0aa0a3c570ed	chr16	89878580	89913272	35790	0	32768	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
913	0d27d254-5b9e-4956-a65c-0aa0a3c570ed	chr16	89878580	89913272	35790	3022	35790	32768	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
914	0d27d254-5b9e-4956-a65c-0aa0a3c570ed	chr16	89878580	89913272	35790	16384	35790	19406	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
915	0d27d254-5b9e-4956-a65c-0aa0a3c570ed	chr16	89878580	89913272	35790	32768	35790	3022	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
916	7ec9b4ee-63a3-4a27-959e-741d933c50a3	chr16	89878586	89908383	31285	0	31285	31285	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
917	394a3311-bf93-4a9d-8e0a-1c0388505835	chr16	89881328	89916223	34937	0	32768	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
918	394a3311-bf93-4a9d-8e0a-1c0388505835	chr16	89881328	89916223	34937	2169	34937	32768	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
919	394a3311-bf93-4a9d-8e0a-1c0388505835	chr16	89881328	89916223	34937	16384	34937	18553	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
920	394a3311-bf93-4a9d-8e0a-1c0388505835	chr16	89881328	89916223	34937	32768	34937	2169	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
921	9e956039-4d30-4a8c-aa9b-ed7038cd6ffb	chr16	89882846	89908050	25189	0	25189	25189	False	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
922	ea81bf9e-8365-4938-855d-e75c746f1282	chr16	89884169	89904016	19776	0	19776	19776	True	60	73	chr16_rank74_score1.902_reads443	train	merged_e5b	0	chr16_chr19
