row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	sample	sample_id
451	b06faacb-1be4-4a39-ae2d-f892331bca11	chr16	46380686	46417855	39755	0	32768	32768	True	60	merged_e5b	0
452	b06faacb-1be4-4a39-ae2d-f892331bca11	chr16	46380686	46417855	39755	6987	39755	32768	True	60	merged_e5b	0
453	b06faacb-1be4-4a39-ae2d-f892331bca11	chr16	46380686	46417855	39755	16384	39755	23371	True	60	merged_e5b	0
454	b06faacb-1be4-4a39-ae2d-f892331bca11	chr16	46380686	46417855	39755	32768	39755	6987	True	60	merged_e5b	0
455	54a138ac-cb90-4ad3-83d3-3b692e26509c	chr16	46380686	46387879	11299	0	11299	11299	True	60	merged_e5b	0
456	a7ef5d25-8320-4206-abe2-89ff23b20f7b	chr16	46380707	46407929	28499	0	28499	28499	False	60	merged_e5b	0
457	38d5d872-e49f-4f95-9152-91d1438c95c1	chr16	46380925	46381097	177	0	177	177	False	56	merged_e5b	0
458	24b6e729-e6ae-40a7-8043-1cab940475a1	chr16	46380925	46381090	175	0	175	175	False	60	merged_e5b	0
459	3e081c5b-e0a4-4fa2-8102-84ccd4ee32ec	chr16	46380925	46381097	179	0	179	179	False	53	merged_e5b	0
460	347d64b1-26c2-4722-aa33-acaa7ed3bb20	chr16	46380934	46381070	143	0	143	143	True	36	merged_e5b	0
461	21abbfea-ca70-4355-b8b5-16baa2b77550	chr16	46380952	46381097	186	0	186	186	False	49	merged_e5b	0
462	e7bfa758-1f86-4f95-b9b3-41bc040ac1cd	chr16	46380972	46381069	97	0	97	97	True	25	merged_e5b	0
463	44a633f4-e567-42a9-85c6-2e91337807e8	chr16	46381108	46393201	40850	0	32768	32768	False	60	merged_e5b	0
464	44a633f4-e567-42a9-85c6-2e91337807e8	chr16	46381108	46393201	40850	8082	40850	32768	False	60	merged_e5b	0
465	44a633f4-e567-42a9-85c6-2e91337807e8	chr16	46381108	46393201	40850	16384	40850	24466	False	60	merged_e5b	0
466	44a633f4-e567-42a9-85c6-2e91337807e8	chr16	46381108	46393201	40850	32768	40850	8082	False	60	merged_e5b	0
467	6098a4eb-eaf9-44cc-9a68-74c25d39d16e	chr16	46381108	46393589	21420	0	21420	21420	False	60	merged_e5b	0
468	1b212f46-fa70-45ff-adb7-cdd8c14858e2	chr16	46381108	46399417	33269	0	32768	32768	False	60	merged_e5b	0
469	1b212f46-fa70-45ff-adb7-cdd8c14858e2	chr16	46381108	46399417	33269	501	33269	32768	False	60	merged_e5b	0
470	1b212f46-fa70-45ff-adb7-cdd8c14858e2	chr16	46381108	46399417	33269	16384	33269	16885	False	60	merged_e5b	0
471	1b212f46-fa70-45ff-adb7-cdd8c14858e2	chr16	46381108	46399417	33269	32768	33269	501	False	60	merged_e5b	0
472	fcf07948-f9fa-4407-b969-362f7e5d3d38	chr16	46381108	46392346	26442	0	26442	26442	False	60	merged_e5b	0
473	9ec81bd1-11f1-47f4-a642-0133ffdb043e	chr16	46381108	46402131	48464	0	32768	32768	False	60	merged_e5b	0
474	9ec81bd1-11f1-47f4-a642-0133ffdb043e	chr16	46381108	46402131	48464	15696	48464	32768	False	60	merged_e5b	0
475	9ec81bd1-11f1-47f4-a642-0133ffdb043e	chr16	46381108	46402131	48464	16384	48464	32080	False	60	merged_e5b	0
476	9ec81bd1-11f1-47f4-a642-0133ffdb043e	chr16	46381108	46402131	48464	32768	48464	15696	False	60	merged_e5b	0
477	f4dd32d9-7aef-42e4-9dba-5000f9230ad5	chr16	46381108	46392964	19991	0	19991	19991	False	60	merged_e5b	0
478	ef5f1750-261d-42f0-95bf-7f6155244b30	chr16	46381108	46403127	27440	0	27440	27440	True	60	merged_e5b	0
479	45fadd64-ca70-433c-86fc-b6da3e167a49	chr16	46381108	46396665	39031	0	32768	32768	True	60	merged_e5b	0
480	45fadd64-ca70-433c-86fc-b6da3e167a49	chr16	46381108	46396665	39031	6263	39031	32768	True	60	merged_e5b	0
481	45fadd64-ca70-433c-86fc-b6da3e167a49	chr16	46381108	46396665	39031	16384	39031	22647	True	60	merged_e5b	0
482	45fadd64-ca70-433c-86fc-b6da3e167a49	chr16	46381108	46396665	39031	32768	39031	6263	True	60	merged_e5b	0
483	9d72d1df-2ac6-45d1-9878-d8959bb277e3	chr16	46381108	46407143	49893	0	32768	32768	True	60	merged_e5b	0
484	9d72d1df-2ac6-45d1-9878-d8959bb277e3	chr16	46381108	46407143	49893	16384	49152	32768	True	60	merged_e5b	0
485	9d72d1df-2ac6-45d1-9878-d8959bb277e3	chr16	46381108	46407143	49893	17125	49893	32768	True	60	merged_e5b	0
486	9d72d1df-2ac6-45d1-9878-d8959bb277e3	chr16	46381108	46407143	49893	32768	49893	17125	True	60	merged_e5b	0
487	9d72d1df-2ac6-45d1-9878-d8959bb277e3	chr16	46381108	46407143	49893	49152	49893	741	True	60	merged_e5b	0
488	ed622a75-7287-450c-bcfc-f2ecc666a1d5	chr16	46381108	46412424	40686	0	32768	32768	True	60	merged_e5b	0
489	ed622a75-7287-450c-bcfc-f2ecc666a1d5	chr16	46381108	46412424	40686	7918	40686	32768	True	60	merged_e5b	0
490	ed622a75-7287-450c-bcfc-f2ecc666a1d5	chr16	46381108	46412424	40686	16384	40686	24302	True	60	merged_e5b	0
491	ed622a75-7287-450c-bcfc-f2ecc666a1d5	chr16	46381108	46412424	40686	32768	40686	7918	True	60	merged_e5b	0
492	194d67fb-b245-4b46-9417-807d6b602420	chr16	46381108	46395597	20007	0	20007	20007	True	60	merged_e5b	0
493	23a3da38-c3c9-4f30-953c-287550c599ab	chr16	46381108	46390605	18628	0	18628	18628	True	60	merged_e5b	0
494	ac00e848-c72c-49a4-9049-cca9c421a284	chr16	46381134	46404406	28275	0	28275	28275	True	60	merged_e5b	0
495	827b76a9-2bc7-4c91-b2e2-2f38248bee8a	chr16	46381134	46391609	21764	0	21764	21764	True	60	merged_e5b	0
496	54451a8d-fe95-4cb8-bae5-df285057c113	chr16	46381148	46396636	31145	0	31145	31145	True	60	merged_e5b	0
497	d8557796-4009-4a0e-a94b-ba833f2c26c1	chr16	46381337	46399806	11242	0	11242	11242	False	58	merged_e5b	0
498	0ae7bf8c-2c7b-43b7-972d-3ea8631a006f	chr16	46381368	46390192	8822	0	8822	8822	False	60	merged_e5b	0
499	b412ae4d-8e62-4c85-ad13-e19922862fad	chr16	46381553	46384330	2804	0	2804	2804	False	60	merged_e5b	0
500	c8d4054f-e56c-4443-b5a0-8754baf5a6e4	chr16	46381691	46397121	15402	0	15402	15402	False	60	merged_e5b	0
501	c1de74db-d4bb-4ae2-889d-d4c7a55e78a4	chr16	46381845	46386666	4817	0	4817	4817	True	60	merged_e5b	0
502	1fe30906-e7e1-48b7-806e-22ae250bd49d	chr16	46381891	46384786	2822	0	2822	2822	True	22	merged_e5b	0
503	590debc7-68cc-4048-98a0-f30d56b58449	chr16	46382146	46386330	4222	0	4222	4222	False	60	merged_e5b	0
504	5e4690e0-2ec6-41f1-b09a-9debd9fc0b73	chr16	46382544	46403123	17226	0	17226	17226	True	33	merged_e5b	0
505	bf399b42-042b-4e60-aff3-7d7abd8cc194	chr16	46382544	46397613	16405	0	16405	16405	True	60	merged_e5b	0
506	9588a4e4-ab41-45a9-8330-affd7212c380	chr16	46382546	46402420	32445	0	32445	32445	False	60	merged_e5b	0
507	11fef03f-2e5c-4689-a18f-d7e6b2b4a0fd	chr16	46382546	46394567	13003	0	13003	13003	False	34	merged_e5b	0
508	8e7b66fb-6edc-40b0-aac5-8ac5656c45cf	chr16	46382546	46401626	36016	0	32768	32768	False	60	merged_e5b	0
509	8e7b66fb-6edc-40b0-aac5-8ac5656c45cf	chr16	46382546	46401626	36016	3248	36016	32768	False	60	merged_e5b	0
510	8e7b66fb-6edc-40b0-aac5-8ac5656c45cf	chr16	46382546	46401626	36016	16384	36016	19632	False	60	merged_e5b	0
511	8e7b66fb-6edc-40b0-aac5-8ac5656c45cf	chr16	46382546	46401626	36016	32768	36016	3248	False	60	merged_e5b	0
512	6fd31bbe-beab-4bd9-bb03-b3a9f4678f3c	chr16	46382546	46393588	12749	0	12749	12749	False	38	merged_e5b	0
513	835a6fc7-9782-42f9-ae6d-f1bde7b411f2	chr16	46382546	46391596	9947	0	9947	9947	False	46	merged_e5b	0
514	def3a4e2-413e-4e64-ac5a-0282294c814e	chr16	46382546	46402735	13986	0	13986	13986	False	60	merged_e5b	0
515	9d5d4277-6cfa-40e0-9e26-77308cfb3bfc	chr16	46382546	46401328	29785	0	29785	29785	False	60	merged_e5b	0
516	cc80962c-a8cc-4f50-a769-b968d2def55f	chr16	46382546	46404236	21989	0	21989	21989	False	60	merged_e5b	0
517	a4488842-a41e-4987-bbc1-ec7efc71d1c6	chr16	46382546	46392524	10537	0	10537	10537	True	60	merged_e5b	0
518	1189aa80-b172-40fd-be45-81dcc93d9399	chr16	46382546	46396749	20736	0	20736	20736	True	46	merged_e5b	0
519	a4fdabb3-5885-4519-b4db-232b6dd97fb6	chr16	46382546	46397043	15407	0	15407	15407	True	60	merged_e5b	0
520	dda022be-1f35-4a1e-acb5-6c5d039ae708	chr16	46382546	46401626	55554	0	32768	32768	True	60	merged_e5b	0
521	dda022be-1f35-4a1e-acb5-6c5d039ae708	chr16	46382546	46401626	55554	16384	49152	32768	True	60	merged_e5b	0
522	dda022be-1f35-4a1e-acb5-6c5d039ae708	chr16	46382546	46401626	55554	22786	55554	32768	True	60	merged_e5b	0
523	dda022be-1f35-4a1e-acb5-6c5d039ae708	chr16	46382546	46401626	55554	32768	55554	22786	True	60	merged_e5b	0
524	dda022be-1f35-4a1e-acb5-6c5d039ae708	chr16	46382546	46401626	55554	49152	55554	6402	True	60	merged_e5b	0
525	9aa67758-4626-4711-98b0-49840f519be6	chr16	46382548	46393386	10603	0	10603	10603	False	30	merged_e5b	0
526	aaf3eccd-f4bf-4543-9c49-c3ea08e02801	chr16	46382548	46390602	16695	0	16695	16695	False	54	merged_e5b	0
527	9d763061-6f6c-405d-9ec9-c3ba87e41e1c	chr16	46382548	46390545	23881	0	23881	23881	False	35	merged_e5b	0
528	80aab020-ea88-4101-a5f9-78be2b5ee691	chr16	46382548	46402734	30143	0	30143	30143	True	34	merged_e5b	0
529	0e711c62-faea-4144-bfad-96aadf6b4553	chr16	46382549	46390704	8311	0	8311	8311	False	60	merged_e5b	0
530	2a3964a1-6283-4d23-b88b-f12948384c07	chr16	46382549	46402262	13125	0	13125	13125	False	26	merged_e5b	0
531	fe0352e5-487f-485d-9f3f-7a55a923d31f	chr16	46382549	46401603	41786	0	32768	32768	False	60	merged_e5b	0
532	fe0352e5-487f-485d-9f3f-7a55a923d31f	chr16	46382549	46401603	41786	9018	41786	32768	False	60	merged_e5b	0
533	fe0352e5-487f-485d-9f3f-7a55a923d31f	chr16	46382549	46401603	41786	16384	41786	25402	False	60	merged_e5b	0
534	fe0352e5-487f-485d-9f3f-7a55a923d31f	chr16	46382549	46401603	41786	32768	41786	9018	False	60	merged_e5b	0
535	0c8b33fa-4036-458e-b884-f90dbda45298	chr16	46382549	46392867	20502	0	20502	20502	False	60	merged_e5b	0
536	b88761d8-47a8-4602-9169-d59675abd163	chr16	46382549	46401385	22418	0	22418	22418	False	31	merged_e5b	0
537	38f4f511-1594-489d-be88-478f7eea71c1	chr16	46382549	46395267	13554	0	13554	13554	True	60	merged_e5b	0
538	f86ec02b-09b8-4faf-8abc-533e0b75c866	chr16	46382549	46401778	36001	0	32768	32768	True	60	merged_e5b	0
539	f86ec02b-09b8-4faf-8abc-533e0b75c866	chr16	46382549	46401778	36001	3233	36001	32768	True	60	merged_e5b	0
540	f86ec02b-09b8-4faf-8abc-533e0b75c866	chr16	46382549	46401778	36001	16384	36001	19617	True	60	merged_e5b	0
541	f86ec02b-09b8-4faf-8abc-533e0b75c866	chr16	46382549	46401778	36001	32768	36001	3233	True	60	merged_e5b	0
542	d79e773a-3fee-4567-bc77-4c37b5c45b4e	chr16	46382549	46400883	12861	0	12861	12861	True	39	merged_e5b	0
543	5680b5c9-5db5-4228-be8d-3c8edee9ee0d	chr16	46382549	46402088	18100	0	18100	18100	True	60	merged_e5b	0
544	84ce25e6-2287-4c78-882e-c6e3e1384817	chr16	46382549	46405835	17656	0	17656	17656	True	60	merged_e5b	0
545	80c0c15a-838a-40b9-ae34-be808ca6d80c	chr16	46382549	46401093	13442	0	13442	13442	True	35	merged_e5b	0
546	f39d621f-0353-497b-8725-918d9533010c	chr16	46382549	46392160	9881	0	9881	9881	True	53	merged_e5b	0
547	1492cb7b-dcc0-4836-94be-0ad4bff4393b	chr16	46382549	46400978	12491	0	12491	12491	True	60	merged_e5b	0
548	9a90ceaa-fd5d-4a98-8f99-8a3d523ff6d1	chr16	46382549	46401626	40606	0	32768	32768	True	60	merged_e5b	0
549	9a90ceaa-fd5d-4a98-8f99-8a3d523ff6d1	chr16	46382549	46401626	40606	7838	40606	32768	True	60	merged_e5b	0
550	9a90ceaa-fd5d-4a98-8f99-8a3d523ff6d1	chr16	46382549	46401626	40606	16384	40606	24222	True	60	merged_e5b	0
551	9a90ceaa-fd5d-4a98-8f99-8a3d523ff6d1	chr16	46382549	46401626	40606	32768	40606	7838	True	60	merged_e5b	0
552	3218e79d-7447-4fc7-837f-724126cb4522	chr16	46382549	46406906	19139	0	19139	19139	True	60	merged_e5b	0
553	cde88828-fde0-4034-b022-6ad65df7cd85	chr16	46382549	46401626	45314	0	32768	32768	True	60	merged_e5b	0
554	cde88828-fde0-4034-b022-6ad65df7cd85	chr16	46382549	46401626	45314	12546	45314	32768	True	60	merged_e5b	0
555	cde88828-fde0-4034-b022-6ad65df7cd85	chr16	46382549	46401626	45314	16384	45314	28930	True	60	merged_e5b	0
556	cde88828-fde0-4034-b022-6ad65df7cd85	chr16	46382549	46401626	45314	32768	45314	12546	True	60	merged_e5b	0
557	80aa1d7c-1ca2-496b-9a2c-5912ffdb8dbe	chr16	46382549	46396049	16327	0	16327	16327	True	28	merged_e5b	0
558	a8cdbe8a-cd77-4693-8514-c2d760e4200c	chr16	46382549	46401626	26770	0	26770	26770	True	60	merged_e5b	0
559	3f6cc0c9-49bc-4ce6-80f9-0d1d438c085b	chr16	46382549	46394206	43915	0	32768	32768	True	60	merged_e5b	0
560	3f6cc0c9-49bc-4ce6-80f9-0d1d438c085b	chr16	46382549	46394206	43915	11147	43915	32768	True	60	merged_e5b	0
561	3f6cc0c9-49bc-4ce6-80f9-0d1d438c085b	chr16	46382549	46394206	43915	16384	43915	27531	True	60	merged_e5b	0
562	3f6cc0c9-49bc-4ce6-80f9-0d1d438c085b	chr16	46382549	46394206	43915	32768	43915	11147	True	60	merged_e5b	0
563	4f6c6d94-7315-455d-adc8-1a186df6e7d1	chr16	46382550	46407092	28236	0	28236	28236	True	60	merged_e5b	0
564	795159d1-e4d9-490e-a939-ef742f3dc6c2	chr16	46382550	46401328	19023	0	19023	19023	True	60	merged_e5b	0
565	39e0d6bb-ff3f-49b9-83de-b22aaec7a49d	chr16	46382551	46399898	15109	0	15109	15109	False	51	merged_e5b	0
566	6e108141-dc4f-4024-a1c1-fc1f0e909b6d	chr16	46382551	46400577	14303	0	14303	14303	False	60	merged_e5b	0
567	ba240988-2a6d-4c81-a4c9-8d0b93cb7ec3	chr16	46382551	46401638	36052	0	32768	32768	False	60	merged_e5b	0
568	ba240988-2a6d-4c81-a4c9-8d0b93cb7ec3	chr16	46382551	46401638	36052	3284	36052	32768	False	60	merged_e5b	0
569	ba240988-2a6d-4c81-a4c9-8d0b93cb7ec3	chr16	46382551	46401638	36052	16384	36052	19668	False	60	merged_e5b	0
570	ba240988-2a6d-4c81-a4c9-8d0b93cb7ec3	chr16	46382551	46401638	36052	32768	36052	3284	False	60	merged_e5b	0
571	6a498d5c-4f19-4ece-8e1a-d965e621ca22	chr16	46382552	46404537	16089	0	16089	16089	False	60	merged_e5b	0
572	30dbfe1d-d237-4bca-b28c-da4687aca7e9	chr16	46382552	46390969	8487	0	8487	8487	False	44	merged_e5b	0
573	e1667e09-068b-40de-8023-b09bd6ebc121	chr16	46382552	46405441	16791	0	16791	16791	False	60	merged_e5b	0
574	4071d35f-ea36-4dae-9065-46235cf95afc	chr16	46382552	46401638	19694	0	19694	19694	False	53	merged_e5b	0
575	21a447cc-da5b-4449-8cb3-b312d1e377e7	chr16	46382552	46401626	33196	0	32768	32768	False	60	merged_e5b	0
576	21a447cc-da5b-4449-8cb3-b312d1e377e7	chr16	46382552	46401626	33196	428	33196	32768	False	60	merged_e5b	0
577	21a447cc-da5b-4449-8cb3-b312d1e377e7	chr16	46382552	46401626	33196	16384	33196	16812	False	60	merged_e5b	0
578	21a447cc-da5b-4449-8cb3-b312d1e377e7	chr16	46382552	46401626	33196	32768	33196	428	False	60	merged_e5b	0
579	d8fc8e0f-ff7c-45f3-9bc2-21bc1482f76b	chr16	46382552	46401626	28583	0	28583	28583	False	60	merged_e5b	0
580	6079a97e-c562-434a-8b12-1df285ff1fe7	chr16	46382552	46404492	16762	0	16762	16762	False	60	merged_e5b	0
581	ff919c11-b26d-486d-aa24-39c44a378a43	chr16	46382552	46404370	16921	0	16921	16921	False	60	merged_e5b	0
582	2d83fd03-5e12-4317-afc4-64f621416319	chr16	46382552	46411730	24300	0	24300	24300	False	22	merged_e5b	0
583	8821844e-3b66-4a07-a9a9-5de5bb79663a	chr16	46382552	46402905	15056	0	15056	15056	False	60	merged_e5b	0
584	6288dffd-94a9-4e9e-992e-6d551d4af73a	chr16	46382552	46402427	21644	0	21644	21644	False	60	merged_e5b	0
585	ce4e819d-c4f8-4f12-9c3f-cff57239839b	chr16	46382552	46400914	15105	0	15105	15105	False	51	merged_e5b	0
586	c472a525-7521-4abc-8527-2ee5a3462e0b	chr16	46382552	46405562	16907	0	16907	16907	False	60	merged_e5b	0
587	00ccedac-1e2c-46ae-988b-ca8fae20e238	chr16	46382552	46397692	14129	0	14129	14129	False	37	merged_e5b	0
588	1922eff0-5f78-4b85-8525-6f8e95d884fd	chr16	46382552	46404046	16727	0	16727	16727	False	60	merged_e5b	0
589	0881906d-fa77-420e-97fb-dc58fd46e87d	chr16	46382552	46401626	54598	0	32768	32768	False	60	merged_e5b	0
590	0881906d-fa77-420e-97fb-dc58fd46e87d	chr16	46382552	46401626	54598	16384	49152	32768	False	60	merged_e5b	0
591	0881906d-fa77-420e-97fb-dc58fd46e87d	chr16	46382552	46401626	54598	21830	54598	32768	False	60	merged_e5b	0
592	0881906d-fa77-420e-97fb-dc58fd46e87d	chr16	46382552	46401626	54598	32768	54598	21830	False	60	merged_e5b	0
593	0881906d-fa77-420e-97fb-dc58fd46e87d	chr16	46382552	46401626	54598	49152	54598	5446	False	60	merged_e5b	0
594	4c236bf0-6c71-4535-b55a-eb18908c0dfa	chr16	46382552	46405135	62738	0	32768	32768	False	60	merged_e5b	0
595	4c236bf0-6c71-4535-b55a-eb18908c0dfa	chr16	46382552	46405135	62738	16384	49152	32768	False	60	merged_e5b	0
596	4c236bf0-6c71-4535-b55a-eb18908c0dfa	chr16	46382552	46405135	62738	29970	62738	32768	False	60	merged_e5b	0
597	4c236bf0-6c71-4535-b55a-eb18908c0dfa	chr16	46382552	46405135	62738	32768	62738	29970	False	60	merged_e5b	0
598	4c236bf0-6c71-4535-b55a-eb18908c0dfa	chr16	46382552	46405135	62738	49152	62738	13586	False	60	merged_e5b	0
599	c56cdcaf-f275-4c5e-a607-1a0962834181	chr16	46382552	46401626	29817	0	29817	29817	False	29	merged_e5b	0
600	9d43a8e2-9c15-429f-866a-f8cc6a1e717f	chr16	46382552	46401617	19409	0	19409	19409	False	60	merged_e5b	0
601	429274da-0169-44c9-a8c0-3ba10c7a30a4	chr16	46382552	46401462	16449	0	16449	16449	False	60	merged_e5b	0
602	45c42fbf-6fe8-4c1c-b773-ad81d1417564	chr16	46382552	46391062	6044	0	6044	6044	False	28	merged_e5b	0
603	c9e1e875-c226-49b8-a59c-d8d77edc333a	chr16	46382552	46402252	22056	0	22056	22056	False	60	merged_e5b	0
604	f57a0d12-ad94-4993-bcac-117befacc935	chr16	46382552	46403168	16123	0	16123	16123	False	49	merged_e5b	0
605	d03da3f0-9303-470b-a828-abfe2b5e7493	chr16	46382552	46403454	16716	0	16716	16716	False	60	merged_e5b	0
606	3db92ecf-cd49-4329-8733-4e97d8376d08	chr16	46382552	46401598	32622	0	32622	32622	False	60	merged_e5b	0
607	b2650fa2-48d9-49a8-bac8-b0771231e9cc	chr16	46382552	46390514	8487	0	8487	8487	False	24	merged_e5b	0
608	5b1e81b9-7b44-474c-90a7-0393948b6396	chr16	46382552	46401626	34047	0	32768	32768	False	60	merged_e5b	0
609	5b1e81b9-7b44-474c-90a7-0393948b6396	chr16	46382552	46401626	34047	1279	34047	32768	False	60	merged_e5b	0
610	5b1e81b9-7b44-474c-90a7-0393948b6396	chr16	46382552	46401626	34047	16384	34047	17663	False	60	merged_e5b	0
611	5b1e81b9-7b44-474c-90a7-0393948b6396	chr16	46382552	46401626	34047	32768	34047	1279	False	60	merged_e5b	0
612	56e15b96-1018-4f5c-a266-b7be39bfd399	chr16	46382552	46393536	13544	0	13544	13544	False	60	merged_e5b	0
613	b04bb44e-56eb-416a-8077-73bd09bcce6c	chr16	46382552	46401496	16416	0	16416	16416	False	60	merged_e5b	0
614	5e089bcd-fa49-4a44-bad6-3dfeb12c77fe	chr16	46382552	46391725	10167	0	10167	10167	False	22	merged_e5b	0
615	9c4e8b13-48d2-4c47-92bb-cec9977d1807	chr16	46382552	46406780	22055	0	22055	22055	False	60	merged_e5b	0
616	7ae22a2e-7260-446e-ba8d-61ce54d4f2cf	chr16	46382552	46403321	16117	0	16117	16117	False	42	merged_e5b	0
617	1d7d5d4b-e1f9-4c8f-8ab3-bdeb864f8e28	chr16	46382552	46390388	10621	0	10621	10621	False	60	merged_e5b	0
618	befdae1e-6825-46ee-94e7-01a5ca4ee86c	chr16	46382552	46401626	41808	0	32768	32768	False	60	merged_e5b	0
619	befdae1e-6825-46ee-94e7-01a5ca4ee86c	chr16	46382552	46401626	41808	9040	41808	32768	False	60	merged_e5b	0
620	befdae1e-6825-46ee-94e7-01a5ca4ee86c	chr16	46382552	46401626	41808	16384	41808	25424	False	60	merged_e5b	0
621	befdae1e-6825-46ee-94e7-01a5ca4ee86c	chr16	46382552	46401626	41808	32768	41808	9040	False	60	merged_e5b	0
622	c14ba5ba-c4db-421e-a4c1-101a81344bbd	chr16	46382552	46401626	53806	0	32768	32768	False	59	merged_e5b	0
623	c14ba5ba-c4db-421e-a4c1-101a81344bbd	chr16	46382552	46401626	53806	16384	49152	32768	False	59	merged_e5b	0
624	c14ba5ba-c4db-421e-a4c1-101a81344bbd	chr16	46382552	46401626	53806	21038	53806	32768	False	59	merged_e5b	0
625	c14ba5ba-c4db-421e-a4c1-101a81344bbd	chr16	46382552	46401626	53806	32768	53806	21038	False	59	merged_e5b	0
626	c14ba5ba-c4db-421e-a4c1-101a81344bbd	chr16	46382552	46401626	53806	49152	53806	4654	False	59	merged_e5b	0
627	f5ff722e-2e05-4ba4-abad-59d4bbdd0fd6	chr16	46382552	46392811	11425	0	11425	11425	False	60	merged_e5b	0
628	d219192c-638c-4536-8715-f21d729be432	chr16	46382552	46401993	13939	0	13939	13939	False	52	merged_e5b	0
629	b0be5160-bda1-4b11-a8e5-389521c4144a	chr16	46382552	46399952	21022	0	21022	21022	False	60	merged_e5b	0
630	f5ad004d-1cbf-47b7-9f9f-e9aed5661ec5	chr16	46382552	46395221	15809	0	15809	15809	False	28	merged_e5b	0
631	29a742af-7874-443e-9f77-b70de22d8f88	chr16	46382552	46401626	23467	0	23467	23467	False	60	merged_e5b	0
632	7ba0f7e2-50cd-49bb-ae13-25333c43cd53	chr16	46382552	46391112	9759	0	9759	9759	False	26	merged_e5b	0
633	a952b24b-c73f-467f-ad95-218a4cd32621	chr16	46382552	46402701	16459	0	16459	16459	False	60	merged_e5b	0
634	012c7c55-de73-47b7-9052-0022e05a3834	chr16	46382552	46401575	22027	0	22027	22027	False	26	merged_e5b	0
635	bbdd37ca-ad04-4514-b4a0-fd10b23b07fd	chr16	46382552	46393366	10520	0	10520	10520	False	60	merged_e5b	0
636	bbbceb20-0250-4276-b8ec-95b9dc067365	chr16	46382552	46398401	11465	0	11465	11465	False	60	merged_e5b	0
637	706cd6a5-8269-4bde-923b-847d32947f85	chr16	46382552	46392619	24457	0	24457	24457	False	35	merged_e5b	0
638	5b343846-a307-48a1-8057-c70eedec55f5	chr16	46382552	46404656	17455	0	17455	17455	False	60	merged_e5b	0
639	ddf9f84a-0e82-43f4-a4e2-07eedebacd1c	chr16	46382552	46390732	18573	0	18573	18573	False	48	merged_e5b	0
640	5deb3895-66f9-4c55-bc67-94b8143c30a5	chr16	46382552	46401638	40978	0	32768	32768	False	40	merged_e5b	0
641	5deb3895-66f9-4c55-bc67-94b8143c30a5	chr16	46382552	46401638	40978	8210	40978	32768	False	40	merged_e5b	0
642	5deb3895-66f9-4c55-bc67-94b8143c30a5	chr16	46382552	46401638	40978	16384	40978	24594	False	40	merged_e5b	0
643	5deb3895-66f9-4c55-bc67-94b8143c30a5	chr16	46382552	46401638	40978	32768	40978	8210	False	40	merged_e5b	0
644	e2f8afcf-720c-439f-9906-d9c2625c3440	chr16	46382552	46405448	17696	0	17696	17696	False	60	merged_e5b	0
645	0ee7f472-97c9-4a0c-a741-592f0cf0d23e	chr16	46382552	46399215	13808	0	13808	13808	False	33	merged_e5b	0
646	50fa2fe0-0d36-4a59-b0c9-2f9791ea8e2b	chr16	46382552	46390446	18314	0	18314	18314	False	60	merged_e5b	0
647	e701250a-fa7e-4fb6-80ce-a1a310645c9e	chr16	46382552	46401626	44045	0	32768	32768	False	60	merged_e5b	0
648	e701250a-fa7e-4fb6-80ce-a1a310645c9e	chr16	46382552	46401626	44045	11277	44045	32768	False	60	merged_e5b	0
649	e701250a-fa7e-4fb6-80ce-a1a310645c9e	chr16	46382552	46401626	44045	16384	44045	27661	False	60	merged_e5b	0
650	e701250a-fa7e-4fb6-80ce-a1a310645c9e	chr16	46382552	46401626	44045	32768	44045	11277	False	60	merged_e5b	0
651	ef28ba22-e068-44ea-b55f-9dd34a79e4ff	chr16	46382552	46403782	14436	0	14436	14436	False	45	merged_e5b	0
652	d0494abd-1dea-453e-b50f-223d5d1dbe35	chr16	46382552	46401626	21555	0	21555	21555	False	60	merged_e5b	0
653	f6938386-a071-497b-a2a1-27d1894c4793	chr16	46382552	46402763	19079	0	19079	19079	False	60	merged_e5b	0
654	157d3b4a-5aca-4a50-b922-50a3975e69e8	chr16	46382552	46402734	24005	0	24005	24005	False	60	merged_e5b	0
655	8537b4a5-4d30-48b8-bde4-3fe23c08a23c	chr16	46382552	46394494	11950	0	11950	11950	False	21	merged_e5b	0
656	7db08db4-2e57-43a0-a473-ba834eebe52b	chr16	46382552	46394713	12437	0	12437	12437	False	60	merged_e5b	0
657	25e059f6-9293-4d14-85b1-ff52c53a2032	chr16	46382552	46401638	26114	0	26114	26114	False	60	merged_e5b	0
658	886167f6-c9c9-4682-89b5-cee1c8747cd7	chr16	46382552	46402734	41459	0	32768	32768	False	45	merged_e5b	0
659	886167f6-c9c9-4682-89b5-cee1c8747cd7	chr16	46382552	46402734	41459	8691	41459	32768	False	45	merged_e5b	0
660	886167f6-c9c9-4682-89b5-cee1c8747cd7	chr16	46382552	46402734	41459	16384	41459	25075	False	45	merged_e5b	0
661	886167f6-c9c9-4682-89b5-cee1c8747cd7	chr16	46382552	46402734	41459	32768	41459	8691	False	45	merged_e5b	0
662	282832d5-e5e3-4dcc-910c-80a0e123d79e	chr16	46382552	46395971	13616	0	13616	13616	False	41	merged_e5b	0
