group	mark	chrom	position_0based	n_reads	target_mean	target_variance	target_std	target_positive_fraction	variance_class
merged_c1	5mC	chr16	71233900	17	0.5207950367647058	0.2470745759851792	0.497065967438105	0.5294117647058824	high
merged_c1	5mC	chr16	22784078	21	0.476469494047619	0.2470682053338913	0.4970595591414487	0.4761904761904761	high
merged_c1	5mC	chr16	75225783	15	0.467578125	0.247064208984375	0.497055539134587	0.4666666666666667	high
merged_c1	5mC	chr16	36605238	11	0.529296875	0.2470184326171875	0.4970094894639211	0.5454545454545454	high
merged_c1	5mC	chr16	51226498	19	0.5186060855263158	0.247015791329724	0.4970068322767043	0.5263157894736842	high
merged_c1	5mC	chr16	7318606	17	0.4619715073529412	0.2469587887034696	0.4969494830498062	0.4705882352941176	high
merged_c1	5mC	chr16	34351274	12	0.5022786458333334	0.2468857042717211	0.4968759445492618	0.5	high
merged_c1	5mC	chr16	36608494	12	0.494140625	0.2468705610795454	0.4968607059121755	0.5	high
merged_c1	5mC	chr16	6862736	24	0.5040690104166666	0.2468553349591683	0.4968453833529787	0.5	high
merged_c1	5mC	chr16	47008969	29	0.4763604525862069	0.2468300805303263	0.4968199679263368	0.4827586206896552	high
merged_c1	5mC	chr16	83389346	17	0.4141773897058823	0.2468206742230583	0.4968105013212365	0.4117647058823529	high
merged_c1	5mC	chr16	7347610	19	0.4758429276315789	0.2468160885816429	0.4968058862187957	0.4736842105263157	high
merged_c1	5mC	chr16	79037410	20	0.4583984375	0.246797702186986	0.496787381267868	0.45	high
merged_c1	5mC	chr16	10459943	15	0.5350260416666667	0.246788824172247	0.4967784457605292	0.5333333333333333	high
merged_c1	5mC	chr16	46386472	10	0.408203125	0.2467820909288194	0.4967716688065247	0.4	high
merged_c1	5mC	chr16	85874420	22	0.4533025568181818	0.2467676468225784	0.4967571306207677	0.4545454545454545	high
merged_c1	5mC	chr16	78969084	15	0.460546875	0.2467538016183035	0.4967431948384432	0.4666666666666667	high
merged_c1	5mC	chr16	55275119	21	0.5655691964285714	0.2467424665178571	0.4967317852904696	0.5714285714285714	high
merged_c1	5mC	chr16	73847523	16	0.50927734375	0.2467201232910156	0.496709294548648	0.5	high
merged_c1	5mC	chr16	37494570	10	0.391015625	0.2467183430989583	0.496707502559563	0.4	high
merged_c1	5mC	chr16	54141980	17	0.521484375	0.2466564178466797	0.4966451629148115	0.5294117647058824	high
merged_c1	5mC	chr16	69171310	22	0.4556107954545454	0.2466391361120975	0.4966277641373844	0.4545454545454545	high
merged_c1	5mC	chr16	78836827	18	0.4973958333333333	0.2466309491325827	0.4966195214976781	0.5	high
merged_c1	5mC	chr16	71087077	26	0.4597355769230769	0.2466113516000601	0.4965997901731938	0.4615384615384615	high
merged_c1	5mC	chr16	38103432	11	0.4483309659090909	0.2466036709872159	0.4965920569111188	0.4545454545454545	high
merged_c1	5mC	chr16	79222248	23	0.436226222826087	0.2465870974092144	0.4965753693138781	0.4347826086956521	high
merged_c1	5mC	chr16	88571821	26	0.4230769230769231	0.24656740628756	0.496555541996623	0.4230769230769231	high
merged_c1	5mC	chr16	32712763	17	0.4070542279411764	0.2465472501866957	0.4965352456640875	0.4117647058823529	high
merged_c1	5mC	chr16	34390231	13	0.5323016826923077	0.2464654384515224	0.4964528562225445	0.5384615384615384	high
merged_c1	5mC	chr16	78569604	17	0.4665670955882353	0.2464608585133272	0.4964482435393716	0.4705882352941176	high
merged_c1	5mC	chr16	30852270	25	0.513671875	0.2464485168457031	0.4964358134197241	0.52	high
merged_c1	5mC	chr16	55585012	20	0.54453125	0.2464244641755756	0.4964115874710981	0.55	high
merged_c1	5mC	chr16	79552558	23	0.5133322010869565	0.2463779977187808	0.4963647829155296	0.5217391304347826	high
merged_c1	5mC	chr16	36829798	15	0.6009114583333334	0.2463567824590773	0.4963434118219736	0.6	high
merged_c1	5mC	chr16	37268514	10	0.501171875	0.2463270399305555	0.4963134492743024	0.5	high
merged_c1	5mC	chr16	36685282	21	0.4284784226190476	0.2463205246698288	0.4963068855756777	0.4285714285714285	high
merged_c1	5mC	chr16	87950272	21	0.4820498511904761	0.2463118053617931	0.4962981013078663	0.4761904761904761	high
merged_c1	5mC	chr16	53769019	26	0.4561298076923077	0.2462995089017428	0.4962857129736285	0.4615384615384615	high
merged_c1	5mC	chr16	55374545	22	0.4595170454545454	0.2462947234446868	0.4962808916779758	0.4545454545454545	high
merged_c1	5mC	chr16	56721196	21	0.4814918154761904	0.2462889171781994	0.4962750418650926	0.4761904761904761	high
merged_c1	5mC	chr16	51843169	21	0.4792596726190476	0.2462686447870163	0.4962546168923936	0.4761904761904761	high
merged_c1	5mC	chr16	55457706	12	0.4137369791666667	0.2462587067575165	0.4962446037565714	0.4166666666666667	high
merged_c1	5mC	chr16	75984430	29	0.4843076508620689	0.2462502841291756	0.4962361173163191	0.4827586206896552	high
merged_c1	5mC	chr16	80598914	27	0.5194589120370371	0.2462268188128784	0.4962124734555535	0.5185185185185185	high
merged_c1	5mC	chr16	10358331	20	0.4505859375	0.2462242929559004	0.4962099283125041	0.45	high
merged_c1	5mC	chr16	10219141	33	0.5412523674242424	0.2462167161883729	0.4962022936145831	0.5454545454545454	high
merged_c1	5mC	chr16	70863356	22	0.4115767045454545	0.2461959046202821	0.4961813223210665	0.4090909090909091	high
merged_c1	5mC	chr16	85924050	24	0.4952799479166667	0.246189919070921	0.4961752906694579	0.5	high
merged_c1	5mC	chr16	36488983	14	0.5616629464285714	0.2461839613023695	0.4961692869398201	0.5714285714285714	high
merged_c1	5mC	chr16	37394165	15	0.5954427083333333	0.2461667015438988	0.4961518936211962	0.6	high
merged_c1	5mC	chr16	6681603	22	0.4557883522727273	0.2461658824573863	0.4961510681812409	0.4545454545454545	high
merged_c1	5mC	chr16	20201286	24	0.49755859375	0.2461658146070397	0.496150999804535	0.5	high
merged_c1	5mC	chr16	50178663	22	0.5079900568181818	0.246139856644007	0.4961248397772551	0.5	high
merged_c1	5mC	chr16	59431290	33	0.4857362689393939	0.2461367809411251	0.4961217400408141	0.4848484848484848	high
merged_c1	5mC	chr16	37828456	10	0.49375	0.2461224026150173	0.4961072491054906	0.5	high
merged_c1	5mC	chr16	55381773	27	0.4790943287037037	0.2461180510344328	0.4961028633604455	0.4814814814814814	high
merged_c1	5mC	chr16	18368184	11	0.3645241477272727	0.2461054021661931	0.4960901149652079	0.3636363636363636	high
merged_c1	5mC	chr16	33167497	10	0.50234375	0.2460986667209201	0.496083326388743	0.5	high
merged_c1	5mC	chr16	70900874	23	0.560546875	0.2460979114879261	0.4960825651924548	0.5652173913043478	high
merged_c1	5mC	chr16	54556473	33	0.4896425189393939	0.2460366451379024	0.4960208111943515	0.4848484848484848	high
merged_c1	5mC	chr16	64182285	25	0.475703125	0.2459659830729166	0.4959495771476336	0.48	high
merged_c1	5mC	chr16	58931275	31	0.551726310483871	0.245954353578629	0.4959378525366147	0.5483870967741935	high
merged_c1	5mC	chr16	60197337	17	0.4695542279411764	0.245954064761891	0.4959375613541397	0.4705882352941176	high
merged_c1	5mC	chr16	63099669	33	0.4883404356060606	0.2459498607751095	0.4959333229125761	0.4848484848484848	high
merged_c1	5mC	chr16	64947763	22	0.4552556818181818	0.2459491217807257	0.4959325778578433	0.4545454545454545	high
merged_c1	5mC	chr16	17367640	26	0.5046574519230769	0.2459433218149038	0.4959267302887633	0.5	high
merged_c1	5mC	chr16	73382302	25	0.401015625	0.2459280395507812	0.4959113222651619	0.4	high
merged_c1	5mC	chr16	37571550	12	0.5670572916666666	0.2459032463304924	0.4958863240002615	0.5833333333333334	high
merged_c1	5mC	chr16	36675465	12	0.4215494791666667	0.2459008187958688	0.495883876321734	0.4166666666666667	high
merged_c1	5mC	chr16	12358768	24	0.54052734375	0.245896463808806	0.4958794851663114	0.5416666666666666	high
merged_c1	5mC	chr16	56293647	30	0.5005208333333333	0.2458890542216684	0.4958720139528631	0.5	high
merged_c1	5mC	chr16	76474361	22	0.58984375	0.2458855765206473	0.4958685072886231	0.5909090909090909	high
merged_c1	5mC	chr16	76843734	15	0.523046875	0.2458666120256696	0.495849384415943	0.5333333333333333	high
merged_c1	5mC	chr16	32700982	15	0.591796875	0.2458343505859375	0.4958168518575558	0.6	high
merged_c1	5mC	chr16	80687211	17	0.4762178308823529	0.2458077599020565	0.4957900361060683	0.4705882352941176	high
merged_c1	5mC	chr16	86431306	27	0.5258246527777778	0.2457936604817708	0.4957758167577064	0.5185185185185185	high
merged_c1	5mC	chr16	36720613	13	0.607421875	0.2457809448242187	0.4957629925924471	0.6153846153846154	high
merged_c1	5mC	chr16	6884945	19	0.4633018092105263	0.2457782232273392	0.4957602477280113	0.4736842105263157	high
merged_c1	5mC	chr16	58619776	22	0.5399502840909091	0.2457684933881223	0.4957504345818794	0.5454545454545454	high
merged_c1	5mC	chr16	30312273	20	0.453515625	0.2457490619860197	0.4957308362266964	0.45	high
merged_c1	5mC	chr16	15826136	30	0.4627604166666667	0.2457375186613236	0.4957191933557986	0.4666666666666667	high
merged_c1	5mC	chr16	60328003	19	0.4692639802631579	0.245736373098273	0.4957180378988372	0.4736842105263157	high
merged_c1	5mC	chr16	65008638	31	0.4543220766129032	0.24573000015751	0.4957116098675822	0.4516129032258064	high
merged_c1	5mC	chr16	51941237	22	0.4982244318181818	0.2457122472457555	0.4956937030523542	0.5	high
merged_c1	5mC	chr16	11034327	26	0.49609375	0.2456997680664062	0.4956811153013661	0.5	high
merged_c1	5mC	chr16	63161630	34	0.4940257352941176	0.2456798995454893	0.4956610732602363	0.5	high
merged_c1	5mC	chr16	52101383	24	0.4990234375	0.2456734698751698	0.4956545872633177	0.5	high
merged_c1	5mC	chr16	86505123	11	0.5363991477272727	0.2456690007990056	0.4956500789861792	0.5454545454545454	high
merged_c1	5mC	chr16	78655353	12	0.5032552083333334	0.2456646543560605	0.4956456943786161	0.5	high
merged_c1	5mC	chr16	59133302	15	0.4053385416666666	0.2456566220238095	0.4956375914151483	0.4	high
merged_c1	5mC	chr16	10952846	27	0.5180121527777778	0.2456281613080929	0.4956088793676854	0.5185185185185185	high
merged_c1	5mC	chr16	14550881	31	0.4489037298387097	0.2456123598160282	0.4955929376171821	0.4516129032258064	high
merged_c1	5mC	chr16	61169135	31	0.5446698588709677	0.2455921788369455	0.495572576760403	0.5483870967741935	high
merged_c1	5mC	chr16	63885883	21	0.4768415178571428	0.2455865042550223	0.4955668514489466	0.4761904761904761	high
merged_c1	5mC	chr16	49484389	31	0.4485257056451613	0.2455702586840557	0.4955504602803389	0.4516129032258064	high
merged_c1	5mC	chr16	51776932	21	0.5155319940476191	0.2455545334588914	0.4955345936046154	0.5238095238095238	high
merged_c1	5mC	chr16	52203499	28	0.4640066964285714	0.2455476629670965	0.4955276611523281	0.4642857142857143	high
merged_c1	5mC	chr16	13434440	22	0.548828125	0.245541527157738	0.4955214699261154	0.5454545454545454	high
merged_c1	5mC	chr16	38010697	17	0.5187270220588235	0.2455363554113051	0.4955162514098858	0.5294117647058824	high
merged_c1	5mC	chr16	36832704	15	0.4029947916666667	0.2455328078497023	0.4955126717347422	0.4	high
merged_c1	5mC	chr16	76312745	19	0.576171875	0.2454969618055555	0.4954764997510533	0.5789473684210527	high
merged_c1	5mC	chr16	78284512	31	0.4872101814516129	0.2454881893691196	0.4954676471467331	0.4838709677419355	high
merged_c1	5mC	chr16	73025715	16	0.56201171875	0.2454851786295573	0.4954646088567349	0.5625	high
merged_c1	5mC	chr16	63191409	19	0.4729646381578947	0.2454635887815241	0.4954428209001762	0.4736842105263157	high
merged_c1	5mC	chr16	56382779	18	0.5531684027777778	0.2454616571563521	0.4954408715037063	0.5555555555555556	high
merged_c1	5mC	chr16	53098867	26	0.4655949519230769	0.2454611440805288	0.4954403537062043	0.4615384615384615	high
merged_c1	5mC	chr16	76741985	25	0.513984375	0.2454540506998698	0.4954331949918877	0.52	high
merged_c1	5mC	chr16	5933414	11	0.5495383522727273	0.2454065496271306	0.4953852537441245	0.5454545454545454	high
merged_c1	5mC	chr16	36460287	20	0.400390625	0.2453854209498355	0.4953639277842458	0.4	high
merged_c1	5mC	chr16	18793256	29	0.5154229525862069	0.2453728661748576	0.4953512553480182	0.5172413793103449	high
merged_c1	5mC	chr16	62926198	20	0.4482421875	0.2453547025981702	0.4953329209715121	0.45	high
merged_c1	5mC	chr16	37932296	11	0.4586292613636363	0.2453474564985795	0.4953256065444018	0.4545454545454545	high
merged_c1	5mC	chr16	78822729	23	0.5146908967391305	0.2453435965677495	0.4953217101720351	0.5217391304347826	high
merged_c1	5mC	chr16	36741335	20	0.4953125	0.2453197278474506	0.4952976154267762	0.5	high
merged_c1	5mC	chr16	64272761	16	0.441162109375	0.2453185399373372	0.4952964162371228	0.4375	high
merged_c1	5mC	chr16	28412853	10	0.403125	0.2453140258789062	0.4952918592899607	0.4	high
merged_c1	5mC	chr16	64283005	28	0.4299665178571428	0.2453120801814649	0.4952898950932322	0.4285714285714285	high
merged_c1	5mC	chr16	54173349	25	0.442109375	0.2452923075358073	0.4952699340115522	0.44	high
merged_c1	5mC	chr16	64713408	24	0.4886067708333333	0.2452908944392549	0.4952685074171938	0.5	high
merged_c1	5mC	chr16	24112076	23	0.4360563858695652	0.2452771333837697	0.4952546147021446	0.4347826086956521	high
merged_c1	5mC	chr16	23960986	21	0.4690290178571428	0.2452752249581473	0.4952526879867966	0.4761904761904761	high
merged_c1	5mC	chr16	37505634	14	0.4338727678571428	0.2452714521806318	0.4952488790301618	0.4285714285714285	high
merged_c1	5mC	chr16	71042942	21	0.5797061011904762	0.2452650524321056	0.4952424178441358	0.5714285714285714	high
merged_c1	5mC	chr16	71386206	16	0.42822265625	0.2452634175618489	0.495240767265629	0.4375	high
merged_c1	5mC	chr16	54916226	28	0.4581473214285714	0.2452520945715525	0.4952293353301605	0.4642857142857143	high
merged_c1	5mC	chr16	10066944	22	0.5447443181818182	0.2452515771378686	0.4952288129116364	0.5454545454545454	high
merged_c1	5mC	chr16	62709152	27	0.4931278935185185	0.2452399533698361	0.4952170770175804	0.4814814814814814	high
merged_c1	5mC	chr16	82621459	27	0.5475260416666666	0.2451981764573317	0.4951748948173077	0.5555555555555556	high
merged_c1	5mC	chr16	20300085	22	0.4522372159090909	0.2451741272236877	0.4951506106465868	0.4545454545454545	high
merged_c1	5mC	chr16	82578328	13	0.4749098557692308	0.2451717670147235	0.4951482273165516	0.4615384615384615	high
merged_c1	5mC	chr16	7095689	15	0.4024739583333333	0.2451692127046131	0.4951456479709915	0.4	high
merged_c1	5mC	chr16	63881551	20	0.54609375	0.2451510780736019	0.4951273352114605	0.55	high
merged_c1	5mC	chr16	77760310	26	0.5036057692307693	0.2451491370567908	0.4951253750887656	0.5	high
merged_c1	5mC	chr16	6124249	11	0.5289417613636364	0.2451460404829545	0.4951222480185621	0.5454545454545454	high
merged_c1	5mC	chr16	9434554	23	0.5637737771739131	0.2451416739362031	0.4951178384346529	0.5652173913043478	high
merged_c1	5mC	chr16	25862533	12	0.5084635416666666	0.2451347582267992	0.495110854482912	0.5	high
merged_c1	5mC	chr16	6335290	14	0.4974888392857143	0.2451262421660371	0.4951022542526312	0.5	high
merged_c1	5mC	chr16	63843748	24	0.4978841145833333	0.2451244575389917	0.4951004519680745	0.5	high
merged_c1	5mC	chr16	37704477	11	0.4486860795454545	0.2451088645241477	0.4950847043932459	0.4545454545454545	high
merged_c1	5mC	chr16	3164491	27	0.4838686342592592	0.2450903650702234	0.4950660209206682	0.4814814814814814	high
merged_c1	5mC	chr16	5901272	32	0.4697265625	0.245088638797883	0.4950642774407007	0.46875	high
merged_c1	5mC	chr16	73466899	20	0.4556640625	0.2450742621170847	0.4950497572134388	0.45	high
merged_c1	5mC	chr16	36562799	16	0.431884765625	0.245067278544108	0.4950427037580779	0.4375	high
merged_c1	5mC	chr16	78877164	24	0.5382486979166666	0.2450488270192906	0.4950240671111765	0.5416666666666666	high
merged_c1	5mC	chr16	11084870	18	0.5514322916666666	0.2450453814338235	0.4950205868787918	0.5555555555555556	high
merged_c1	5mC	chr16	9018420	22	0.4593394886363636	0.2450356751809388	0.4950107828936041	0.4545454545454545	high
merged_c1	5mC	chr16	61476252	18	0.4505208333333333	0.2450350593118106	0.4950101608167358	0.4444444444444444	high
merged_c1	5mC	chr16	70816712	36	0.5317925347222222	0.2450309995620969	0.4950060601266382	0.5277777777777778	high
merged_c1	5mC	chr16	9288477	22	0.4964488636363636	0.2450120603883421	0.4949869295126308	0.5	high
merged_c1	5mC	chr16	62216736	14	0.5641741071428571	0.2449797745589371	0.4949543156281569	0.5714285714285714	high
merged_c1	5mC	chr16	55097882	16	0.49609375	0.244970703125	0.4949451516329864	0.5	high
merged_c1	5mC	chr16	75183189	21	0.4798177083333333	0.2449696858723958	0.494944123990169	0.4761904761904761	high
merged_c1	5mC	chr16	46386247	12	0.58203125	0.2449548894708806	0.4949291762170428	0.5833333333333334	high
merged_c1	5mC	chr16	26192934	28	0.5277622767857143	0.2449536802907469	0.4949279546466808	0.5357142857142857	high
merged_c1	5mC	chr16	3887155	32	0.4925537109375	0.2449536323547363	0.4949279062194173	0.5	high
merged_c1	5mC	chr16	64176053	20	0.44453125	0.2449438797800164	0.4949180536008122	0.45	high
merged_c1	5mC	chr16	63772148	27	0.5496961805555556	0.2449262570112179	0.4949002495566333	0.5555555555555556	high
merged_c1	5mC	chr16	31361863	14	0.4955357142857143	0.2449120322426597	0.4948858779988167	0.5	high
merged_c1	5mC	chr16	56300746	25	0.473828125	0.244909922281901	0.4948837462292543	0.48	high
merged_c1	5mC	chr16	29582229	30	0.4600260416666666	0.2448971803160919	0.494870872365804	0.4666666666666667	high
merged_c1	5mC	chr16	17225565	25	0.483671875	0.2448955790201823	0.4948692544704937	0.48	high
merged_c1	5mC	chr16	9744367	18	0.443359375	0.2448856129365808	0.4948591849572774	0.4444444444444444	high
merged_c1	5mC	chr16	64909353	31	0.4851940524193548	0.2448813817834341	0.4948549098305827	0.4838709677419355	high
merged_c1	5mC	chr16	77544144	29	0.5257947198275862	0.2448701529667295	0.494843564135909	0.5172413793103449	high
merged_c1	5mC	chr16	74092771	13	0.4731069711538461	0.2448667868589743	0.4948401629404937	0.4615384615384615	high
merged_c1	5mC	chr16	74117055	12	0.4733072916666667	0.2448628743489583	0.4948362096178475	0.5	high
merged_c1	5mC	chr16	59904266	29	0.503973599137931	0.2448562847569658	0.4948295512163413	0.5172413793103449	high
merged_c1	5mC	chr16	13620914	20	0.455859375	0.2447969135485197	0.4947695560041257	0.45	high
merged_c1	5mC	chr16	52173246	26	0.4613882211538461	0.2447913536658654	0.4947639373134074	0.4615384615384615	high
merged_c1	5mC	chr16	62212157	24	0.5361328125	0.2447738647460937	0.4947462629935609	0.5416666666666666	high
merged_c1	5mC	chr16	63383350	31	0.4782636088709677	0.2447621007119455	0.4947343738936537	0.4838709677419355	high
merged_c1	5mC	chr16	63885636	25	0.509296875	0.2447068786621093	0.4946785609485309	0.52	high
merged_c1	5mC	chr16	36432568	13	0.4604867788461538	0.244693853916266	0.494665395915528	0.4615384615384615	high
merged_c1	5mC	chr16	50627701	20	0.457421875	0.2446873715049342	0.4946588435527401	0.45	high
merged_c1	5mC	chr16	78895839	21	0.4727492559523809	0.2446847824823289	0.4946562265678346	0.4761904761904761	high
merged_c1	5mC	chr16	71474974	10	0.392578125	0.2446356879340278	0.4946065991614222	0.4	high
merged_c1	5mC	chr16	33359725	14	0.4232700892857143	0.2446356134100274	0.4946065238247747	0.4285714285714285	high
merged_c1	5mC	chr16	1291000	16	0.495849609375	0.2446329116821289	0.4946037926281287	0.5	high
merged_c1	5mC	chr16	37655081	13	0.4421574519230769	0.2446171687199519	0.4945878776516382	0.4615384615384615	high
merged_c1	5mC	chr16	18189393	23	0.471382472826087	0.2446145521322258	0.4945852324243272	0.4782608695652174	high
merged_c1	5mC	chr16	73989649	30	0.5662760416666667	0.244604422032148	0.4945749913128928	0.5666666666666667	high
merged_c1	5mC	chr16	37403005	14	0.427734375	0.244598388671875	0.4945688917348876	0.4285714285714285	high
merged_c1	5mC	chr16	54329444	17	0.5276884191176471	0.2445965935202205	0.4945670768664454	0.5294117647058824	high
merged_c1	5mC	chr16	9970107	18	0.4483506944444444	0.2445962444629544	0.4945667239745861	0.4444444444444444	high
merged_c1	5mC	chr16	63712237	23	0.518936820652174	0.2445922972185338	0.4945627333499096	0.5217391304347826	high
merged_c1	5mC	chr16	24356709	25	0.436015625	0.244588623046875	0.4945590187701312	0.44	high
merged_c1	5mC	chr16	59466029	24	0.5013020833333334	0.2445461991904438	0.4945161263199046	0.5	high
merged_c1	5mC	chr16	7260357	19	0.4758429276315789	0.2445459198533443	0.4945158438850512	0.4736842105263157	high
merged_c1	5mC	chr16	38135604	16	0.43603515625	0.2445248921712239	0.4944945825499243	0.4375	high
merged_c1	5mC	chr16	78745626	20	0.4009765625	0.2445104900159334	0.4944800198349104	0.4	high
merged_c1	5mC	chr16	75899578	26	0.5250901442307693	0.2444823279747596	0.4944515425951866	0.5384615384615384	high
merged_c1	5mC	chr16	11806651	21	0.4258742559523809	0.2444513230096726	0.4944201887157042	0.4285714285714285	high
merged_c1	5mC	chr16	77127595	27	0.5486834490740741	0.2444463659215856	0.494415175658662	0.5555555555555556	high
merged_c1	5mC	chr16	50634561	19	0.5732935855263158	0.2444404468201754	0.4944091896599166	0.5789473684210527	high
merged_c1	5mC	chr16	34595883	12	0.4700520833333333	0.2444231437914299	0.4943916906577515	0.5	high
merged_c1	5mC	chr16	82651463	22	0.5053267045454546	0.2444098996909665	0.4943782961366392	0.5	high
merged_c1	5mC	chr16	36935783	18	0.4483506944444444	0.2444095486908956	0.494377941145128	0.4444444444444444	high
merged_c1	5mC	chr16	82907232	12	0.580078125	0.2444069602272727	0.4943753232386025	0.5833333333333334	high
merged_c1	5mC	chr16	52948749	27	0.4459635416666667	0.2444011981670673	0.4943694955871239	0.4444444444444444	high
merged_c1	5mC	chr16	77491984	22	0.5046164772727273	0.2443984060576467	0.4943666716695683	0.5	high
merged_c1	5mC	chr16	10292800	24	0.4583333333333333	0.2443962650022644	0.4943645062120302	0.4583333333333333	high
merged_c1	5mC	chr16	83138667	17	0.4137178308823529	0.2443925072165096	0.4943607055748966	0.4117647058823529	high
merged_c1	5mC	chr16	78707917	17	0.5251608455882353	0.2443608676686006	0.4943287040710873	0.5294117647058824	high
merged_c1	5mC	chr16	79417888	12	0.58203125	0.2443584095348011	0.4943262177295486	0.5833333333333334	high
merged_c1	5mC	chr16	64639295	22	0.484375	0.2443364461263021	0.4943040017300104	0.5	high
merged_c1	5mC	chr16	64246098	20	0.5376953125	0.2443354154887952	0.4943029592150903	0.55	high
merged_c1	5mC	chr16	54976821	20	0.497265625	0.2443279065583881	0.4942953636828776	0.5	high
merged_c1	5mC	chr16	84164723	25	0.483359375	0.2443100992838541	0.4942773505673248	0.48	high
merged_c1	5mC	chr16	16813466	17	0.4105009191176471	0.2443085838766659	0.4942758176126623	0.4117647058823529	high
merged_c1	5mC	chr16	82995094	16	0.42529296875	0.2443051656087239	0.4942723597458429	0.4375	high
merged_c1	5mC	chr16	63286281	22	0.4094460227272727	0.244299587233242	0.4942667166957957	0.4090909090909091	high
merged_c1	5mC	chr16	60370937	13	0.3895733173076923	0.2442986904046474	0.494265809463539	0.3846153846153846	high
merged_c1	5mC	chr16	14743237	11	0.4362571022727273	0.2442743474786931	0.4942411835113431	0.4545454545454545	high
merged_c1	5mC	chr16	19973134	31	0.518586189516129	0.2442494382140456	0.4942159833656189	0.5161290322580645	high
merged_c1	5mC	chr16	83432830	30	0.4899739583333333	0.2442426308818246	0.4942090963163514	0.5	high
merged_c1	5mC	chr16	54552014	25	0.479453125	0.2442274475097656	0.4941937347941246	0.48	high
merged_c1	5mC	chr16	52733975	19	0.571032072368421	0.2442254852830318	0.4941917495092687	0.5789473684210527	high
merged_c1	5mC	chr16	78672692	16	0.43798828125	0.2442217508951823	0.4941879712166033	0.4375	high
merged_c1	5mC	chr16	20511222	33	0.5037286931818182	0.2442103299227627	0.4941764157897084	0.5151515151515151	high
merged_c1	5mC	chr16	49447790	26	0.4546274038461538	0.2442069420447716	0.4941729879756396	0.4615384615384615	high
merged_c1	5mC	chr16	80382192	27	0.4406105324074074	0.2441920527705439	0.494157922905769	0.4444444444444444	high
merged_c1	5mC	chr16	32809138	14	0.5597098214285714	0.2441715617756267	0.4941371892254485	0.5714285714285714	high
merged_c1	5mC	chr16	35061736	10	0.61328125	0.2441652086046007	0.4941307606338637	0.6	high
merged_c1	5mC	chr16	32782470	18	0.5045572916666666	0.2441603716681985	0.4941258662205395	0.5	high
merged_c1	5mC	chr16	80681497	17	0.4679457720588235	0.2441344541661879	0.4940996399170798	0.4705882352941176	high
merged_c1	5mC	chr16	24650707	25	0.441796875	0.2441050211588541	0.4940698545336015	0.44	high
merged_c1	5mC	chr16	10297585	25	0.442734375	0.2440995279947916	0.4940642954057616	0.44	high
merged_c1	5mC	chr16	38258876	13	0.4610877403846153	0.2440989567683293	0.4940637173162276	0.4615384615384615	high
merged_c1	5mC	chr16	63383326	25	0.554296875	0.2440973917643229	0.4940621335058202	0.56	high
merged_c1	5mC	chr16	37844280	26	0.4540264423076923	0.2440924776517427	0.4940571603081396	0.4615384615384615	high
merged_c1	5mC	chr16	27447288	26	0.544921875	0.2440869140625	0.4940515297643556	0.5384615384615384	high
merged_c1	5mC	chr16	10264960	18	0.5516493055555556	0.244075650483175	0.4940401304379787	0.5555555555555556	high
merged_c1	5mC	chr16	81831662	18	0.5551215277777778	0.2440547070472069	0.49401893389546	0.5555555555555556	high
merged_c1	5mC	chr16	12192058	20	0.5443359375	0.2440479077790912	0.4940120522609659	0.55	high
merged_c1	5mC	chr16	71108550	34	0.5271139705882353	0.2440446251853902	0.4940087298675907	0.5294117647058824	high
merged_c1	5mC	chr16	22610412	19	0.4145764802631579	0.2440392566703216	0.4940032962140249	0.4210526315789473	high
merged_c1	5mC	chr16	72428887	27	0.5158420138888888	0.244022467197516	0.4939863026415975	0.5185185185185185	high
merged_c1	5mC	chr16	29929606	27	0.4754774305555556	0.2439872546073718	0.4939506600940744	0.4814814814814814	high
merged_c1	5mC	chr16	38007304	23	0.4690047554347826	0.2439836343757719	0.4939469955124456	0.4782608695652174	high
merged_c1	5mC	chr16	82284614	18	0.4372829861111111	0.2439471475439134	0.4939100601768639	0.4444444444444444	high
merged_c1	5mC	chr16	865329	25	0.481171875	0.2439368184407552	0.4938996036045738	0.48	high
merged_c1	5mC	chr16	82120251	25	0.439140625	0.2439154561360677	0.4938779769700889	0.44	high
merged_c1	5mC	chr16	18706802	15	0.465234375	0.2439069475446428	0.4938693628325641	0.4666666666666667	high
merged_c1	5mC	chr16	34707321	28	0.5054408482142857	0.243904779827784	0.4938671682019204	0.5	high
merged_c1	5mC	chr16	5644918	16	0.50146484375	0.2438962300618489	0.4938585121893202	0.5	high
merged_c1	5mC	chr16	35386928	19	0.001953125	0.0	0.0	0.0	low
merged_c1	5mC	chr16	37201062	10	0.998046875	0.0	0.0	1.0	low
merged_c1	5mC	chr16	17694479	18	0.001953125	0.0	0.0	0.0	low
merged_c1	5mC	chr16	8247346	16	0.001953125	0.0	0.0	0.0	low
merged_c1	5mC	chr16	60978504	21	0.001953125	0.0	0.0	0.0	low
merged_c1	5mC	chr16	49307153	31	0.0020791330645161	4.922190020161286e-07	0.000701583211042	0.0	low
merged_c1	5mC	chr16	6503223	20	0.0021484375	7.629394531250001e-07	0.0008734640537108	0.0	low
merged_c1	5mC	chr16	50874135	18	0.0021701388888888	8.477105034722224e-07	0.0009207119546699	0.0	low
merged_c1	5mC	chr16	61853826	34	0.0021829044117647	8.703765597147952e-07	0.0009329397406664	0.0	low
